notes,has_complication,ssn,hospital
high risk,False,680-19-6516,AL
normal risk,False,680-76-9980,AL
normal risk,False,680-89-5089,AK
normal risk,True,681-05-7837,AK
normal risk,False,681-12-3416,AL
normal risk,False,681-29-2287,AR
normal risk,True,681-50-1746,AR
normal risk,False,681-56-7980,AK
high risk,True,681-64-5238,AR
normal risk,False,681-74-1338,AK
normal risk,True,681-84-4718,AR
normal risk,True,681-93-0676,AR
normal risk,False,682-14-3595,AL
normal risk,True,682-19-0680,AL
normal risk,False,682-24-8557,AK
normal risk,True,682-29-6457,AR
normal risk,False,682-35-4029,AL
normal risk,False,682-37-6651,AL
normal risk,False,682-44-2266,AK
normal risk,False,682-47-0760,AR
normal risk,False,682-55-1382,AL
high risk,True,682-58-9792,AK
normal risk,False,682-64-7643,AR
high risk,True,682-70-1693,AK
normal risk,False,682-72-7829,AR
normal risk,False,682-85-7689,AR
normal risk,True,682-89-8855,AR
normal risk,False,682-91-7280,AK
normal risk,False,682-96-3233,AK
normal risk,False,683-11-4842,AR
normal risk,False,683-20-7212,AL
normal risk,False,683-22-5543,AK
normal risk,False,683-22-7363,AK
normal risk,True,683-37-5629,AR
normal risk,True,683-45-7370,AK
normal risk,False,683-58-0112,AL
high risk,True,683-64-7992,AL
normal risk,False,683-76-3993,AL
normal risk,False,683-78-3375,AL
high risk,False,684-16-0131,AL
high risk,False,684-45-9715,AR
high risk,False,684-54-2430,AR
normal risk,False,684-81-5914,AK
normal risk,False,684-84-2881,AR
normal risk,False,684-84-9231,AK
normal risk,True,685-23-1084,AR
normal risk,False,685-31-3861,AK
normal risk,False,685-44-8534,AL
normal risk,False,685-49-6201,AR
normal risk,False,685-56-0770,AK
normal risk,False,685-79-6154,AR
normal risk,False,685-97-5614,AK
normal risk,False,686-16-4811,AL
normal risk,False,686-24-1890,AL
normal risk,False,686-25-4386,AR
normal risk,False,686-28-1075,AL
normal risk,False,686-42-3297,AL
normal risk,True,686-52-6629,AL
normal risk,True,686-65-2835,AK
normal risk,True,686-80-1549,AK
normal risk,False,686-81-3581,AL
normal risk,False,686-83-1297,AK
high risk,True,686-98-0657,AR
normal risk,False,687-06-3245,AL
normal risk,True,687-14-2523,AK
normal risk,False,687-22-8430,AL
normal risk,False,687-36-1031,AR
normal risk,False,687-39-0317,AR
normal risk,False,687-96-9799,AK
high risk,False,688-02-7225,AL
normal risk,False,688-22-6010,AL
normal risk,False,688-32-5870,AL
high risk,True,688-56-3724,AL
high risk,True,688-57-1309,AK
normal risk,True,688-65-5165,AK
normal risk,False,689-07-1635,AL
normal risk,False,689-41-0103,AK
normal risk,False,689-44-6036,AR
normal risk,True,689-47-1672,AR
normal risk,True,689-66-6514,AL
normal risk,False,689-75-9736,AR
normal risk,False,689-78-4805,AK
normal risk,True,689-87-9220,AK
normal risk,False,689-99-6703,AR
high risk,False,690-11-8055,AK
normal risk,False,690-22-8448,AL
normal risk,False,690-25-5677,AR
normal risk,False,690-34-4765,AR
normal risk,False,690-42-4032,AK
normal risk,False,690-47-6964,AL
normal risk,False,690-80-1046,AK
normal risk,False,690-81-9866,AK
normal risk,False,690-94-3060,AK
high risk,True,690-99-7857,AK
normal risk,False,691-06-8508,AL
normal risk,True,691-08-5006,AL
normal risk,False,691-14-4358,AR
normal risk,True,691-21-9883,AR
normal risk,False,691-32-3495,AR
normal risk,True,691-46-4853,AK
normal risk,True,691-49-3880,AK
normal risk,False,691-62-8756,AR
normal risk,False,691-68-9679,AR
high risk,False,691-73-0422,AL
high risk,True,691-96-9310,AR
normal risk,False,692-46-7789,AR
high risk,True,692-47-4351,AL
normal risk,True,692-66-7699,AK
normal risk,False,692-70-4616,AK
normal risk,False,692-91-0794,AR
normal risk,False,692-97-6299,AR
normal risk,False,693-07-8427,AR
normal risk,False,693-28-3692,AK
high risk,False,693-30-4030,AL
normal risk,True,693-32-0392,AL
normal risk,False,693-33-7955,AR
normal risk,False,693-48-8256,AK
normal risk,False,693-52-0031,AK
high risk,True,693-75-0639,AK
normal risk,False,693-84-6867,AR
normal risk,False,694-10-4341,AL
normal risk,False,694-27-2747,AL
normal risk,False,694-58-1612,AR
high risk,False,694-88-0896,AR
normal risk,True,694-91-2599,AR
normal risk,False,695-08-6610,AL
normal risk,True,695-23-0442,AK
normal risk,True,695-24-5481,AL
normal risk,True,695-34-3344,AL
high risk,True,695-60-5425,AK
high risk,True,695-84-8468,AL
normal risk,False,695-94-1018,AR
high risk,True,696-03-1603,AL
high risk,True,696-15-2048,AR
normal risk,False,696-19-8715,AR
normal risk,False,696-30-6440,AL
high risk,True,696-61-1469,AL
normal risk,False,696-71-5348,AR
normal risk,False,696-71-6592,AR
high risk,True,696-78-3650,AK
normal risk,False,696-79-0503,AR
normal risk,False,696-88-2670,AL
normal risk,False,697-28-1185,AL
high risk,False,697-56-1564,AL
high risk,True,697-60-9258,AK
normal risk,True,697-62-8241,AK
normal risk,False,697-64-2401,AL
normal risk,False,697-77-4854,AR
normal risk,False,697-87-5524,AR
normal risk,False,697-94-0141,AR
normal risk,False,698-07-3977,AK
normal risk,True,698-16-1121,AK
normal risk,False,698-21-0528,AL
normal risk,False,698-26-2743,AR
normal risk,False,698-72-5496,AR
high risk,True,698-74-3897,AL
normal risk,False,698-76-6674,AK
normal risk,False,698-83-2340,AR
normal risk,False,698-87-6112,AL
normal risk,False,698-89-6332,AK
normal risk,False,698-90-1624,AL
high risk,True,698-97-4280,AR
normal risk,False,698-98-6247,AK
normal risk,False,699-06-1163,AK
normal risk,False,699-12-7936,AR
high risk,True,699-17-4398,AK
high risk,False,699-24-6190,AR
high risk,True,699-28-3018,AL
normal risk,True,699-47-6675,AL
normal risk,True,699-49-8142,AR
normal risk,True,699-53-3236,AK
normal risk,False,699-71-9497,AR
normal risk,False,699-85-1495,AK
normal risk,False,699-92-5444,AL
normal risk,True,700-07-5773,AR
high risk,False,700-14-5702,AK
high risk,True,700-16-2880,AK
normal risk,True,700-34-3201,AR
normal risk,False,700-40-3156,AR
normal risk,True,700-62-3526,AL
normal risk,True,700-73-9002,AK
high risk,False,701-11-5108,AK
normal risk,False,701-11-6985,AK
normal risk,False,701-11-9598,AR
normal risk,False,701-15-6400,AR
normal risk,False,701-44-7505,AK
normal risk,False,701-54-4623,AL
normal risk,False,701-55-4619,AR
normal risk,False,701-75-0787,AL
normal risk,False,702-26-9752,AR
normal risk,False,702-36-9248,AL
high risk,True,702-39-1687,AK
normal risk,False,702-40-4161,AK
high risk,True,702-68-2979,AL
normal risk,False,702-69-1474,AR
normal risk,False,702-80-1348,AK
normal risk,False,702-84-9343,AR
normal risk,False,702-92-2759,AK
normal risk,False,702-95-4333,AR
high risk,False,703-02-6826,AK
normal risk,True,703-16-2871,AK
normal risk,False,703-29-6560,AK
normal risk,False,703-31-3375,AK
normal risk,False,703-37-1436,AK
normal risk,False,703-47-1951,AL
normal risk,False,703-50-5288,AK
normal risk,False,703-51-0830,AK
normal risk,False,703-52-9149,AK
high risk,True,703-57-0478,AR
normal risk,False,703-60-9205,AK
normal risk,True,703-63-3455,AK
normal risk,False,703-86-2100,AR
normal risk,False,703-89-1231,AR
normal risk,False,703-95-4991,AL
normal risk,True,704-22-1415,AR
normal risk,False,704-26-9257,AL
normal risk,False,704-28-4041,AK
normal risk,False,704-43-7240,AL
normal risk,True,704-66-4610,AR
high risk,True,704-76-4187,AL
normal risk,False,704-82-5452,AK
normal risk,True,704-86-1674,AR
high risk,False,704-89-5627,AR
normal risk,False,704-95-0657,AK
normal risk,False,705-11-0896,AL
normal risk,False,705-18-8995,AL
normal risk,True,705-45-4193,AK
normal risk,False,705-53-2310,AK
normal risk,False,705-65-6434,AR
normal risk,False,705-71-0895,AL
high risk,True,706-07-8846,AL
normal risk,True,706-11-3637,AR
normal risk,False,706-17-2484,AL
normal risk,False,706-17-8876,AR
normal risk,False,706-51-3195,AK
normal risk,False,706-76-0825,AR
normal risk,False,706-96-7144,AK
normal risk,False,707-17-0479,AK
high risk,True,707-17-5992,AL
high risk,True,707-19-0718,AK
normal risk,False,707-23-4931,AL
normal risk,False,707-39-8550,AR
normal risk,False,707-45-9680,AK
normal risk,True,707-65-2951,AK
normal risk,False,707-74-2555,AK
normal risk,False,707-79-8210,AK
normal risk,False,707-85-4144,AK
normal risk,False,707-86-2597,AK
normal risk,True,707-92-0038,AL
normal risk,True,707-96-8695,AR
normal risk,False,707-97-3127,AL
normal risk,True,708-07-5318,AL
high risk,True,708-22-2503,AK
normal risk,False,708-24-0741,AR
normal risk,False,708-44-4267,AK
normal risk,False,708-51-6845,AK
normal risk,False,708-56-6026,AL
high risk,False,708-59-0081,AK
normal risk,False,708-62-6156,AK
normal risk,False,708-64-0630,AL
normal risk,True,708-97-8664,AL
normal risk,False,709-01-2586,AL
normal risk,False,709-03-4787,AK
normal risk,False,709-66-7762,AL
normal risk,False,709-97-7262,AR
normal risk,False,710-11-3849,AR
normal risk,False,710-28-3864,AK
normal risk,False,710-35-4350,AK
normal risk,True,710-38-1196,AK
normal risk,False,710-47-4323,AK
normal risk,False,710-59-4214,AK
normal risk,False,710-62-4077,AL
normal risk,False,710-68-3958,AR
normal risk,True,710-74-9885,AR
normal risk,True,710-82-6169,AL
normal risk,True,710-95-9434,AK
normal risk,False,710-99-9730,AL
normal risk,False,711-07-3876,AL
normal risk,True,711-16-1049,AR
normal risk,False,711-37-3160,AR
normal risk,False,711-37-6055,AK
normal risk,False,711-52-3594,AR
normal risk,True,711-58-7692,AK
normal risk,False,711-59-0509,AR
normal risk,True,711-63-3512,AL
normal risk,False,711-75-5572,AR
normal risk,False,711-91-6716,AL
normal risk,False,711-98-5737,AK
normal risk,False,711-99-4985,AR
normal risk,False,712-11-9468,AR
normal risk,True,712-42-4157,AR
normal risk,True,712-59-2387,AK
high risk,True,712-65-8542,AR
normal risk,True,712-82-9686,AL
normal risk,False,713-11-0893,AR
normal risk,False,713-14-9052,AL
normal risk,False,713-27-3045,AK
high risk,False,713-28-7360,AL
normal risk,False,713-53-8237,AK
high risk,True,713-57-0461,AK
normal risk,False,713-64-3887,AR
normal risk,True,713-79-4093,AL
normal risk,True,714-01-9332,AL
normal risk,True,714-46-2680,AK
high risk,False,714-48-9270,AK
normal risk,True,714-56-5679,AK
normal risk,False,714-59-8965,AK
normal risk,False,714-82-0998,AL
normal risk,False,714-86-1633,AL
normal risk,True,714-92-3432,AR
high risk,True,714-95-8907,AK
normal risk,False,715-01-2969,AR
normal risk,False,715-05-0931,AK
normal risk,False,715-37-3589,AL
high risk,True,715-37-3677,AL
normal risk,False,715-40-5991,AK
normal risk,False,715-59-8669,AL
normal risk,True,716-13-5270,AL
high risk,True,716-18-1038,AL
normal risk,False,716-19-3186,AR
normal risk,False,716-29-6654,AL
normal risk,True,716-61-5346,AK
normal risk,False,716-62-0023,AK
normal risk,False,716-65-3469,AL
normal risk,False,716-72-7124,AK
normal risk,False,716-73-0136,AR
normal risk,False,716-75-8980,AR
normal risk,False,716-82-7178,AR
normal risk,True,717-07-0809,AK
normal risk,False,717-13-5389,AL
normal risk,True,717-17-9056,AK
normal risk,False,717-42-7398,AK
normal risk,False,717-58-1904,AL
normal risk,False,717-58-6793,AL
normal risk,True,717-75-5919,AR
normal risk,False,717-76-0203,AK
high risk,True,718-48-5525,AK
normal risk,False,718-67-9480,AK
normal risk,False,718-72-3558,AR
normal risk,False,718-76-5214,AL
high risk,True,718-82-3780,AR
normal risk,False,718-84-8393,AR
normal risk,False,718-88-1238,AR
normal risk,False,718-89-7474,AR
normal risk,True,719-18-0620,AR
normal risk,False,719-24-5772,AK
normal risk,True,719-24-8277,AL
normal risk,True,719-38-2107,AR
high risk,True,719-45-7156,AR
normal risk,False,719-87-9475,AK
normal risk,False,719-96-7349,AK
normal risk,False,720-10-3988,AR
normal risk,False,720-15-5907,AR
normal risk,False,720-53-0574,AL
normal risk,True,720-54-3541,AL
high risk,True,720-56-6216,AL
normal risk,False,720-60-1150,AR
normal risk,True,720-70-5284,AK
normal risk,True,720-71-9203,AL
normal risk,False,720-74-8130,AL
normal risk,False,720-85-1349,AR
normal risk,True,720-93-3829,AR
normal risk,False,720-94-8068,AR
normal risk,True,720-95-1462,AL
normal risk,False,721-08-3776,AK
normal risk,True,721-18-9314,AK
normal risk,False,721-31-4699,AL
normal risk,False,721-49-4644,AK
normal risk,False,721-50-5047,AK
high risk,False,721-55-3043,AR
normal risk,True,721-65-2438,AL
normal risk,False,721-68-8950,AL
normal risk,True,721-89-4812,AR
normal risk,False,722-06-8590,AL
normal risk,True,722-21-7476,AK
high risk,False,722-23-1203,AK
normal risk,True,722-36-0564,AR
normal risk,True,722-62-3143,AL
normal risk,False,722-70-8652,AL
normal risk,False,722-83-3993,AL
high risk,True,723-12-3584,AL
normal risk,True,723-18-6316,AK
normal risk,False,723-25-4736,AK
high risk,True,723-31-7759,AK
normal risk,False,723-41-6053,AL
normal risk,False,723-48-8567,AR
normal risk,True,723-72-5344,AK
normal risk,True,723-86-6060,AL
normal risk,False,723-97-6548,AK
normal risk,True,724-24-6403,AL
normal risk,False,724-36-0992,AK
normal risk,False,724-36-7480,AL
normal risk,False,724-38-8427,AR
normal risk,False,724-54-7446,AL
normal risk,False,724-55-8445,AR
high risk,True,724-61-3215,AL
normal risk,False,724-79-1334,AK
normal risk,False,725-04-7837,AK
normal risk,False,725-11-0346,AR
high risk,True,725-12-5409,AR
normal risk,False,725-32-5181,AK
normal risk,False,725-34-6192,AL
normal risk,True,725-58-5605,AK
normal risk,True,725-62-1928,AL
normal risk,False,725-82-7450,AK
high risk,True,726-01-9219,AL
normal risk,False,726-15-4717,AL
normal risk,False,726-15-6686,AR
normal risk,True,726-43-3559,AK
normal risk,False,726-49-6165,AL
normal risk,False,726-57-8580,AK
normal risk,False,726-58-3245,AK
normal risk,False,726-87-5747,AL
normal risk,True,726-96-0582,AK
normal risk,False,726-98-1443,AK
normal risk,True,727-11-2747,AL
normal risk,False,727-14-6889,AR
normal risk,True,727-16-8914,AR
high risk,False,727-34-8661,AK
normal risk,False,727-49-3407,AL
normal risk,False,727-49-5522,AL
normal risk,False,727-61-1422,AR
normal risk,False,727-74-9367,AR
high risk,True,727-77-8664,AL
normal risk,False,728-15-3484,AR
normal risk,False,728-18-5962,AR
high risk,True,728-28-1699,AL
normal risk,False,728-39-4531,AK
high risk,False,728-69-0507,AL
high risk,True,728-89-9811,AL
normal risk,True,729-06-1055,AK
normal risk,False,729-26-0670,AR
normal risk,True,729-28-6249,AK
high risk,True,729-51-1933,AR
high risk,False,729-61-5779,AR
normal risk,False,729-72-9588,AL
normal risk,False,729-89-4761,AL
normal risk,False,730-06-3942,AR
normal risk,False,730-13-9950,AL
normal risk,True,730-24-3908,AK
high risk,False,730-79-3146,AR
normal risk,True,731-01-8137,AK
normal risk,False,731-58-3750,AK
high risk,True,731-77-3537,AL
normal risk,True,731-85-5914,AK
high risk,True,731-91-2003,AL
high risk,False,731-93-5109,AR
normal risk,False,732-08-7122,AR
normal risk,False,732-11-0815,AK
high risk,True,732-19-3623,AR
normal risk,True,732-44-7331,AL
normal risk,False,732-52-8859,AL
normal risk,False,732-55-2014,AR
normal risk,False,732-66-7300,AK
normal risk,False,732-75-1129,AK
normal risk,False,733-14-4820,AK
normal risk,False,733-28-3719,AR
normal risk,False,733-30-8605,AL
high risk,False,733-61-9788,AR
normal risk,False,733-62-1757,AR
normal risk,False,733-63-1836,AR
normal risk,True,733-72-7191,AK
normal risk,False,733-75-8452,AK
normal risk,False,734-04-5715,AR
normal risk,False,734-14-4083,AK
normal risk,False,734-16-6161,AK
normal risk,False,734-35-0346,AL
normal risk,False,734-35-5985,AR
high risk,False,734-38-0354,AL
normal risk,False,734-41-9070,AK
high risk,False,734-55-3394,AL
normal risk,False,734-56-5689,AL
normal risk,False,734-66-5698,AL
normal risk,True,734-76-3198,AR
normal risk,False,734-78-4605,AR
high risk,True,734-96-3688,AL
normal risk,True,734-98-0511,AK
high risk,True,735-06-6787,AK
normal risk,False,735-08-8052,AR
normal risk,False,735-42-5039,AL
normal risk,False,735-51-0233,AR
normal risk,False,735-60-6226,AL
normal risk,False,735-73-8948,AR
normal risk,False,735-88-8828,AK
high risk,False,736-39-0629,AR
normal risk,False,736-39-2444,AL
normal risk,False,736-52-5598,AR
normal risk,True,736-54-7945,AL
normal risk,False,736-64-5577,AK
normal risk,True,736-74-6545,AL
normal risk,False,736-74-9130,AK
normal risk,False,736-93-4565,AR
normal risk,False,736-94-1002,AR
normal risk,False,736-95-9612,AL
normal risk,False,737-10-2546,AK
normal risk,False,737-25-5916,AK
normal risk,False,737-26-0801,AR
normal risk,False,737-38-7837,AL
normal risk,False,737-65-0697,AK
high risk,True,737-71-9379,AL
normal risk,False,737-79-0121,AK
high risk,True,737-87-2320,AL
normal risk,False,737-95-0039,AL
high risk,True,738-01-1688,AR
normal risk,False,738-07-1072,AL
high risk,True,738-24-4647,AR
high risk,True,738-33-0797,AR
normal risk,False,738-39-9188,AR
normal risk,False,738-62-4437,AR
normal risk,False,738-66-9530,AK
high risk,True,738-67-2391,AL
normal risk,True,738-70-0325,AK
normal risk,False,738-73-6700,AR
normal risk,False,738-77-0051,AK
normal risk,False,738-77-9397,AL
normal risk,False,738-85-6459,AK
high risk,True,738-87-6301,AL
normal risk,False,738-90-8200,AR
high risk,True,738-97-2606,AR
high risk,False,739-08-3105,AK
normal risk,False,739-21-4609,AL
normal risk,False,739-29-2000,AL
normal risk,False,739-31-2067,AK
normal risk,False,739-61-2360,AL
normal risk,False,739-63-6581,AK
normal risk,False,739-70-4088,AL
normal risk,True,739-73-5603,AK
high risk,True,739-80-8146,AK
normal risk,False,740-28-8602,AL
normal risk,False,740-32-7181,AK
normal risk,False,740-42-3740,AR
normal risk,False,740-79-8999,AR
normal risk,False,740-86-3403,AR
normal risk,False,740-95-6661,AR
normal risk,False,741-10-4778,AK
normal risk,False,741-18-3041,AK
normal risk,True,741-26-7358,AK
normal risk,False,741-34-6600,AL
normal risk,False,741-35-7435,AL
normal risk,False,741-36-3972,AL
normal risk,False,741-42-8512,AR
normal risk,False,741-45-6970,AR
normal risk,False,741-48-1954,AK
normal risk,False,741-62-9407,AL
normal risk,False,741-63-7974,AL
normal risk,False,741-79-1654,AR
normal risk,False,741-82-5857,AK
normal risk,False,741-89-0467,AL
normal risk,True,741-96-5082,AK
high risk,False,742-08-9593,AR
normal risk,True,742-14-8690,AR
normal risk,False,742-16-4565,AK
normal risk,False,742-21-4472,AK
normal risk,False,742-57-1418,AL
normal risk,False,742-78-0347,AK
normal risk,False,742-78-0836,AR
high risk,False,742-82-0930,AK
normal risk,False,742-89-4808,AK
normal risk,False,743-07-5316,AR
high risk,False,743-12-3804,AK
normal risk,False,743-18-9737,AK
normal risk,False,743-24-3818,AR
normal risk,False,743-37-9970,AK
normal risk,True,743-42-0674,AK
normal risk,False,743-44-8881,AR
normal risk,False,743-46-6295,AL
normal risk,False,743-70-7889,AR
normal risk,False,743-76-8749,AK
normal risk,False,743-96-0391,AR
normal risk,False,744-15-8974,AR
high risk,True,744-27-5953,AL
normal risk,False,744-43-3300,AK
normal risk,False,744-50-1980,AR
normal risk,False,744-68-1887,AL
normal risk,False,744-85-6251,AR
normal risk,False,744-98-2166,AL
high risk,False,745-11-7389,AL
normal risk,False,745-20-9946,AR
normal risk,False,745-37-4742,AK
normal risk,True,745-56-9078,AR
normal risk,False,745-73-3356,AK
normal risk,True,745-76-7908,AL
high risk,True,745-83-6714,AK
normal risk,False,745-85-7370,AK
normal risk,False,746-02-3114,AL
normal risk,False,746-15-6407,AL
normal risk,False,746-42-6651,AL
normal risk,True,746-43-7973,AL
high risk,True,746-52-8653,AL
normal risk,False,746-76-5528,AK
high risk,False,746-76-8666,AK
high risk,True,746-91-1250,AL
normal risk,False,746-94-1355,AK
high risk,False,747-02-5652,AL
normal risk,False,747-06-8339,AL
normal risk,True,747-06-8382,AL
normal risk,False,747-09-7190,AK
normal risk,False,747-14-2782,AL
normal risk,False,747-20-0378,AR
normal risk,False,747-46-9927,AR
normal risk,False,747-57-4376,AK
normal risk,False,747-71-7093,AL
normal risk,False,747-95-7368,AL
high risk,True,748-04-4397,AR
normal risk,False,748-14-1229,AL
normal risk,False,748-16-5797,AL
normal risk,False,748-18-7398,AL
normal risk,False,748-26-8008,AK
normal risk,False,748-75-8428,AR
normal risk,False,748-85-1388,AL
normal risk,False,748-93-9644,AR
normal risk,True,749-14-8229,AK
normal risk,True,749-18-1656,AL
normal risk,True,749-18-4507,AK
normal risk,False,749-19-0280,AK
normal risk,False,749-51-6237,AL
normal risk,False,749-68-1610,AK
normal risk,False,749-82-8382,AL
normal risk,True,749-93-8913,AK
high risk,True,750-14-3892,AR
high risk,False,750-23-6489,AL
normal risk,False,750-26-2051,AL
normal risk,False,750-27-7591,AR
normal risk,False,750-32-1075,AK
normal risk,False,750-32-5999,AR
normal risk,True,750-36-7171,AR
normal risk,False,750-37-2660,AR
high risk,True,750-48-8686,AR
normal risk,False,750-50-8526,AR
normal risk,False,750-61-1675,AR
high risk,True,750-65-0069,AR
high risk,True,751-02-1408,AL
normal risk,False,751-04-8558,AK
normal risk,False,751-12-3161,AK
normal risk,True,751-23-9812,AK
normal risk,False,751-29-0636,AL
normal risk,False,751-40-8168,AR
normal risk,False,751-46-6113,AL
normal risk,True,751-61-0650,AK
normal risk,False,751-61-9924,AK
high risk,True,751-79-7827,AL
high risk,True,751-87-6355,AR
normal risk,False,751-98-8610,AK
normal risk,True,751-99-5443,AL
normal risk,False,752-18-6650,AL
normal risk,False,752-36-6034,AR
high risk,True,752-38-8884,AR
normal risk,False,752-92-6400,AL
normal risk,False,752-93-7875,AR
normal risk,True,752-98-2764,AK
normal risk,False,753-08-5928,AR
normal risk,True,753-12-4631,AL
normal risk,True,753-19-5823,AK
normal risk,False,753-31-5518,AR
normal risk,True,753-45-6390,AR
normal risk,False,753-51-2019,AR
high risk,False,753-52-2640,AK
normal risk,False,753-70-7930,AL
normal risk,True,753-72-3984,AL
normal risk,False,753-86-3372,AR
high risk,False,754-05-4287,AL
normal risk,False,754-09-0469,AL
normal risk,False,754-14-0239,AL
high risk,True,754-27-7941,AK
normal risk,False,754-28-8596,AL
normal risk,False,754-37-6527,AK
high risk,True,754-37-8362,AL
normal risk,True,754-40-9617,AR
normal risk,False,754-72-4738,AR
normal risk,True,754-80-7204,AK
normal risk,False,754-98-8767,AR
normal risk,False,755-05-6923,AL
normal risk,False,755-37-6707,AL
normal risk,False,755-40-8315,AK
normal risk,False,755-42-6340,AL
normal risk,True,755-63-2781,AR
normal risk,False,755-77-3364,AK
normal risk,False,755-98-9518,AK
normal risk,False,755-99-1013,AR
normal risk,False,756-09-2318,AL
normal risk,True,756-39-0504,AL
normal risk,True,756-51-9742,AL
normal risk,True,756-53-8643,AR
normal risk,True,756-71-5587,AL
normal risk,False,756-77-9226,AL
normal risk,False,756-81-7634,AR
normal risk,False,756-98-4472,AL
normal risk,False,757-03-1262,AL
normal risk,False,757-18-8547,AR
normal risk,False,757-33-7208,AR
normal risk,True,757-48-3822,AR
normal risk,True,757-57-9639,AK
normal risk,False,757-96-1364,AR
normal risk,False,758-01-1135,AR
normal risk,False,758-06-2468,AR
normal risk,False,758-27-6722,AL
normal risk,False,758-61-3361,AL
normal risk,False,758-83-5964,AK
normal risk,False,758-90-6907,AR
normal risk,False,758-92-1148,AL
normal risk,True,759-01-3747,AR
normal risk,False,759-10-0208,AL
high risk,True,759-58-3939,AR
normal risk,False,759-59-2746,AK
normal risk,False,759-69-7976,AR
normal risk,False,759-76-9998,AR
normal risk,False,759-84-8873,AL
normal risk,False,759-98-1143,AR
normal risk,True,759-99-1752,AL
normal risk,True,760-21-2809,AK
normal risk,False,760-40-2177,AR
normal risk,False,760-68-5238,AK
normal risk,True,760-69-9159,AR
normal risk,False,761-21-0645,AR
normal risk,True,761-31-5342,AR
normal risk,True,761-32-0553,AR
normal risk,False,761-71-1818,AR
high risk,True,761-90-8848,AL
normal risk,False,761-98-7059,AR
high risk,False,761-99-9947,AL
normal risk,False,762-24-1453,AK
normal risk,False,762-26-0682,AK
normal risk,False,762-34-0992,AK
normal risk,False,762-35-1257,AL
normal risk,False,762-48-0326,AL
high risk,True,762-59-8009,AK
normal risk,False,762-91-9421,AK
high risk,False,762-95-6294,AL
normal risk,False,763-13-1305,AL
normal risk,False,763-29-0394,AK
normal risk,False,763-55-4835,AL
normal risk,True,763-73-9449,AK
normal risk,False,763-94-5320,AR
normal risk,False,764-33-0721,AK
normal risk,False,764-56-4207,AR
normal risk,False,764-60-4641,AK
normal risk,False,764-95-6986,AR
normal risk,True,765-13-5926,AL
normal risk,True,765-19-1117,AK
normal risk,True,765-25-9701,AL
normal risk,True,765-31-8387,AL
normal risk,False,765-51-5049,AK
normal risk,False,765-68-4307,AR
normal risk,False,765-86-0680,AL
normal risk,True,765-99-3685,AR
normal risk,False,766-28-1526,AR
normal risk,False,766-31-0371,AK
normal risk,False,766-33-6134,AK
normal risk,False,766-35-1301,AK
normal risk,False,766-41-7511,AR
normal risk,False,766-49-5106,AL
normal risk,True,766-58-9692,AK
normal risk,False,766-67-5408,AR
normal risk,True,766-79-6377,AL
high risk,False,766-99-6128,AK
normal risk,False,767-04-8622,AR
normal risk,False,767-05-2289,AK
normal risk,True,767-07-9156,AL
normal risk,False,767-08-9358,AK
normal risk,True,767-28-1683,AK
normal risk,False,767-37-9476,AL
normal risk,False,767-39-3540,AL
normal risk,False,767-67-5522,AK
normal risk,False,767-68-7399,AK
normal risk,True,767-78-6534,AK
normal risk,False,767-85-9058,AL
normal risk,False,768-21-2182,AL
normal risk,False,768-22-0045,AL
normal risk,False,768-30-4549,AK
normal risk,False,768-66-0844,AR
normal risk,True,768-75-8165,AL
normal risk,False,768-76-6920,AL
normal risk,False,768-83-5333,AR
normal risk,False,768-91-8604,AK
normal risk,False,769-03-0850,AL
normal risk,True,769-18-1825,AL
normal risk,False,769-20-2059,AK
normal risk,False,769-20-7402,AR
normal risk,False,769-33-9453,AL
normal risk,False,769-46-4718,AR
high risk,False,769-48-0401,AL
normal risk,False,769-50-1500,AR
normal risk,False,769-50-8126,AL
normal risk,False,769-63-4000,AL
normal risk,True,769-71-8227,AR
normal risk,False,769-86-1162,AR
normal risk,True,769-96-2560,AL
normal risk,False,769-96-7456,AL
normal risk,False,770-12-1763,AR
normal risk,False,770-12-9610,AK
normal risk,False,770-19-6349,AR
normal risk,False,770-21-0994,AK
high risk,False,770-23-8903,AK
normal risk,True,770-44-4489,AR
normal risk,False,770-45-4288,AR
normal risk,False,770-52-2904,AL
high risk,True,770-83-4408,AR
normal risk,False,770-85-6700,AK
normal risk,False,770-97-9014,AK
normal risk,True,771-04-0963,AR
normal risk,False,771-46-1025,AL
normal risk,True,771-50-0711,AK
normal risk,False,771-53-7718,AK
normal risk,False,771-59-8450,AK
high risk,True,771-63-7005,AL
normal risk,False,771-65-0109,AK
normal risk,False,771-83-0040,AK
normal risk,True,772-25-8511,AR
normal risk,False,772-73-4458,AL
high risk,True,772-84-2503,AK
normal risk,False,772-87-2376,AL
normal risk,False,772-96-6675,AL
normal risk,False,773-05-7847,AK
normal risk,False,773-13-2100,AR
normal risk,True,773-18-0020,AR
normal risk,False,773-23-2228,AL
normal risk,False,773-24-8732,AK
normal risk,False,773-27-3578,AK
normal risk,False,773-38-4253,AR
normal risk,False,773-52-3767,AK
normal risk,False,773-55-9845,AR
normal risk,False,773-70-1575,AR
normal risk,True,773-74-3058,AL
normal risk,True,773-77-9595,AR
high risk,True,773-79-7245,AR
high risk,True,773-83-8896,AL
high risk,True,773-85-5574,AL
normal risk,False,773-87-2693,AR
normal risk,False,774-28-4212,AR
high risk,True,774-30-9260,AK
