notes,has_complication,ssn,hospital
normal risk,false,701-15-6400,AR
normal risk,false,701-44-7505,AK
normal risk,false,701-54-4623,AL
normal risk,false,701-55-4619,AR
normal risk,false,701-75-0787,AL
normal risk,false,702-26-9752,AR
normal risk,false,702-36-9248,AL
high risk,true,702-39-1687,AK
normal risk,false,702-40-4161,AK
high risk,true,702-68-2979,AL
normal risk,false,702-69-1474,AR
normal risk,false,702-80-1348,AK
normal risk,false,702-84-9343,AR
normal risk,false,702-92-2759,AK
normal risk,false,702-95-4333,AR
high risk,false,703-02-6826,AK
normal risk,true,703-16-2871,AK
normal risk,false,703-29-6560,AK
normal risk,false,703-31-3375,AK
normal risk,false,703-37-1436,AK
normal risk,false,703-47-1951,AL
normal risk,false,703-50-5288,AK
normal risk,false,703-51-0830,AK
normal risk,false,703-52-9149,AK
high risk,true,703-57-0478,AR
normal risk,false,703-60-9205,AK
normal risk,true,703-63-3455,AK
normal risk,false,703-86-2100,AR
normal risk,false,703-89-1231,AR
normal risk,false,703-95-4991,AL
normal risk,true,704-22-1415,AR
normal risk,false,704-26-9257,AL
normal risk,false,704-28-4041,AK
normal risk,false,704-43-7240,AL
normal risk,true,704-66-4610,AR
high risk,true,704-76-4187,AL
normal risk,false,704-82-5452,AK
normal risk,true,704-86-1674,AR
high risk,false,704-89-5627,AR
normal risk,false,704-95-0657,AK
normal risk,false,705-11-0896,AL
normal risk,false,705-18-8995,AL
normal risk,true,705-45-4193,AK
normal risk,false,705-53-2310,AK
normal risk,false,705-65-6434,AR
normal risk,false,705-71-0895,AL
high risk,true,706-07-8846,AL
normal risk,true,706-11-3637,AR
normal risk,false,706-17-2484,AL
normal risk,false,706-17-8876,AR
normal risk,false,706-51-3195,AK
normal risk,false,706-76-0825,AR
normal risk,false,706-96-7144,AK
normal risk,false,707-17-0479,AK
high risk,true,707-17-5992,AL
high risk,true,707-19-0718,AK
normal risk,false,707-23-4931,AL
normal risk,false,707-39-8550,AR
normal risk,false,707-45-9680,AK
normal risk,true,707-65-2951,AK
normal risk,false,707-74-2555,AK
normal risk,false,707-79-8210,AK
normal risk,false,707-85-4144,AK
normal risk,false,707-86-2597,AK
normal risk,true,707-92-0038,AL
normal risk,true,707-96-8695,AR
normal risk,false,707-97-3127,AL
normal risk,true,708-07-5318,AL
high risk,true,708-22-2503,AK
normal risk,false,708-24-0741,AR
normal risk,false,708-44-4267,AK
normal risk,false,708-51-6845,AK
normal risk,false,708-56-6026,AL
high risk,false,708-59-0081,AK
normal risk,false,708-62-6156,AK
normal risk,false,708-64-0630,AL
normal risk,true,708-97-8664,AL
normal risk,false,709-01-2586,AL
normal risk,false,709-03-4787,AK
normal risk,false,709-66-7762,AL
normal risk,false,709-97-7262,AR
normal risk,false,710-11-3849,AR
normal risk,false,710-28-3864,AK
normal risk,false,710-35-4350,AK
normal risk,true,710-38-1196,AK
normal risk,false,710-47-4323,AK
normal risk,false,710-59-4214,AK
normal risk,false,710-62-4077,AL
normal risk,false,710-68-3958,AR
normal risk,true,710-74-9885,AR
normal risk,true,710-82-6169,AL
normal risk,true,710-95-9434,AK
normal risk,false,710-99-9730,AL
normal risk,false,711-07-3876,AL
normal risk,true,711-16-1049,AR
normal risk,false,711-37-3160,AR
normal risk,false,711-37-6055,AK
normal risk,false,711-52-3594,AR
normal risk,true,711-58-7692,AK
normal risk,false,711-59-0509,AR
normal risk,true,711-63-3512,AL
normal risk,false,711-75-5572,AR
normal risk,false,711-91-6716,AL
normal risk,false,711-98-5737,AK
normal risk,false,711-99-4985,AR
normal risk,false,712-11-9468,AR
normal risk,true,712-42-4157,AR
normal risk,true,712-59-2387,AK
high risk,true,712-65-8542,AR
normal risk,true,712-82-9686,AL
normal risk,false,713-11-0893,AR
normal risk,false,713-14-9052,AL
normal risk,false,713-27-3045,AK
high risk,false,713-28-7360,AL
normal risk,false,713-53-8237,AK
high risk,true,713-57-0461,AK
normal risk,false,713-64-3887,AR
normal risk,true,713-79-4093,AL
normal risk,true,714-01-9332,AL
normal risk,true,714-46-2680,AK
high risk,false,714-48-9270,AK
normal risk,true,714-56-5679,AK
normal risk,false,714-59-8965,AK
normal risk,false,714-82-0998,AL
normal risk,false,714-86-1633,AL
normal risk,true,714-92-3432,AR
high risk,true,714-95-8907,AK
normal risk,false,715-01-2969,AR
normal risk,false,715-05-0931,AK
normal risk,false,715-37-3589,AL
high risk,true,715-37-3677,AL
normal risk,false,715-40-5991,AK
normal risk,false,715-59-8669,AL
normal risk,true,716-13-5270,AL
high risk,true,716-18-1038,AL
normal risk,false,716-19-3186,AR
normal risk,false,716-29-6654,AL
normal risk,true,716-61-5346,AK
normal risk,false,716-62-0023,AK
normal risk,false,716-65-3469,AL
normal risk,false,716-72-7124,AK
normal risk,false,716-73-0136,AR
normal risk,false,716-75-8980,AR
normal risk,false,716-82-7178,AR
normal risk,true,717-07-0809,AK
normal risk,false,717-13-5389,AL
normal risk,true,717-17-9056,AK
normal risk,false,717-42-7398,AK
normal risk,false,717-58-1904,AL
normal risk,false,717-58-6793,AL
normal risk,true,717-75-5919,AR
normal risk,false,717-76-0203,AK
high risk,true,718-48-5525,AK
normal risk,false,718-67-9480,AK
normal risk,false,718-72-3558,AR
normal risk,false,718-76-5214,AL
high risk,true,718-82-3780,AR
normal risk,false,718-84-8393,AR
normal risk,false,718-88-1238,AR
normal risk,false,718-89-7474,AR
normal risk,true,719-18-0620,AR
normal risk,false,719-24-5772,AK
normal risk,true,719-24-8277,AL
normal risk,true,719-38-2107,AR
high risk,true,719-45-7156,AR
normal risk,false,719-87-9475,AK
normal risk,false,719-96-7349,AK
normal risk,false,720-10-3988,AR
normal risk,false,720-15-5907,AR
normal risk,false,720-53-0574,AL
normal risk,true,720-54-3541,AL
high risk,true,720-56-6216,AL
normal risk,false,720-60-1150,AR
normal risk,true,720-70-5284,AK
normal risk,true,720-71-9203,AL
normal risk,false,720-74-8130,AL
normal risk,false,720-85-1349,AR
normal risk,true,720-93-3829,AR
normal risk,false,720-94-8068,AR
normal risk,true,720-95-1462,AL
normal risk,false,721-08-3776,AK
normal risk,true,721-18-9314,AK
normal risk,false,721-31-4699,AL
normal risk,false,721-49-4644,AK
normal risk,false,721-50-5047,AK
high risk,false,721-55-3043,AR
normal risk,true,721-65-2438,AL
normal risk,false,721-68-8950,AL
normal risk,true,721-89-4812,AR
normal risk,false,722-06-8590,AL
normal risk,true,722-21-7476,AK
high risk,false,722-23-1203,AK
normal risk,true,722-36-0564,AR
normal risk,true,722-62-3143,AL
normal risk,false,722-70-8652,AL
normal risk,false,722-83-3993,AL
high risk,true,723-12-3584,AL
normal risk,true,723-18-6316,AK
normal risk,false,723-25-4736,AK
high risk,true,723-31-7759,AK
normal risk,false,723-41-6053,AL
normal risk,false,723-48-8567,AR
normal risk,true,723-72-5344,AK
normal risk,true,723-86-6060,AL
normal risk,false,723-97-6548,AK
normal risk,true,724-24-6403,AL
normal risk,false,724-36-0992,AK
normal risk,false,724-36-7480,AL
normal risk,false,724-38-8427,AR
normal risk,false,724-54-7446,AL
normal risk,false,724-55-8445,AR
high risk,true,724-61-3215,AL
normal risk,false,724-79-1334,AK
normal risk,false,725-04-7837,AK
normal risk,false,725-11-0346,AR
high risk,true,725-12-5409,AR
normal risk,false,725-32-5181,AK
normal risk,false,725-34-6192,AL
normal risk,true,725-58-5605,AK
normal risk,true,725-62-1928,AL
normal risk,false,725-82-7450,AK
high risk,true,726-01-9219,AL
normal risk,false,726-15-4717,AL
normal risk,false,726-15-6686,AR
normal risk,true,726-43-3559,AK
normal risk,false,726-49-6165,AL
normal risk,false,726-57-8580,AK
normal risk,false,726-58-3245,AK
normal risk,false,726-87-5747,AL
normal risk,true,726-96-0582,AK
normal risk,false,726-98-1443,AK
normal risk,true,727-11-2747,AL
normal risk,false,727-14-6889,AR
normal risk,true,727-16-8914,AR
high risk,false,727-34-8661,AK
normal risk,false,727-49-3407,AL
normal risk,false,727-49-5522,AL
normal risk,false,727-61-1422,AR
normal risk,false,727-74-9367,AR
high risk,true,727-77-8664,AL
normal risk,false,728-15-3484,AR
normal risk,false,728-18-5962,AR
high risk,true,728-28-1699,AL
normal risk,false,728-39-4531,AK
high risk,false,728-69-0507,AL
high risk,true,728-89-9811,AL
normal risk,true,729-06-1055,AK
normal risk,false,729-26-0670,AR
normal risk,true,729-28-6249,AK
high risk,true,729-51-1933,AR
high risk,false,729-61-5779,AR
normal risk,false,729-72-9588,AL
normal risk,false,729-89-4761,AL
normal risk,false,730-06-3942,AR
normal risk,false,730-13-9950,AL
normal risk,true,730-24-3908,AK
high risk,false,730-79-3146,AR
normal risk,true,731-01-8137,AK
normal risk,false,731-58-3750,AK
high risk,true,731-77-3537,AL
normal risk,true,731-85-5914,AK
high risk,true,731-91-2003,AL
high risk,false,731-93-5109,AR
normal risk,false,732-08-7122,AR
normal risk,false,732-11-0815,AK
high risk,true,732-19-3623,AR
normal risk,true,732-44-7331,AL
normal risk,false,732-52-8859,AL
normal risk,false,732-55-2014,AR
normal risk,false,732-66-7300,AK
normal risk,false,732-75-1129,AK
normal risk,false,733-14-4820,AK
normal risk,false,733-28-3719,AR
normal risk,false,733-30-8605,AL
high risk,false,733-61-9788,AR
normal risk,false,733-62-1757,AR
normal risk,false,733-63-1836,AR
normal risk,true,733-72-7191,AK
normal risk,false,733-75-8452,AK
normal risk,false,734-04-5715,AR
normal risk,false,734-14-4083,AK
normal risk,false,734-16-6161,AK
normal risk,false,734-35-0346,AL
normal risk,false,734-35-5985,AR
high risk,false,734-38-0354,AL
normal risk,false,734-41-9070,AK
high risk,false,734-55-3394,AL
normal risk,false,734-56-5689,AL
normal risk,false,734-66-5698,AL
normal risk,true,734-76-3198,AR
normal risk,false,734-78-4605,AR
high risk,true,734-96-3688,AL
normal risk,true,734-98-0511,AK
high risk,true,735-06-6787,AK
normal risk,false,735-08-8052,AR
normal risk,false,735-42-5039,AL
normal risk,false,735-51-0233,AR
normal risk,false,735-60-6226,AL
normal risk,false,735-73-8948,AR
normal risk,false,735-88-8828,AK
high risk,false,736-39-0629,AR
normal risk,false,736-39-2444,AL
normal risk,false,736-52-5598,AR
normal risk,true,736-54-7945,AL
normal risk,false,736-64-5577,AK
normal risk,true,736-74-6545,AL
normal risk,false,736-74-9130,AK
normal risk,false,736-93-4565,AR
normal risk,false,736-94-1002,AR
normal risk,false,736-95-9612,AL
normal risk,false,737-10-2546,AK
normal risk,false,737-25-5916,AK
normal risk,false,737-26-0801,AR
normal risk,false,737-38-7837,AL
normal risk,false,737-65-0697,AK
high risk,true,737-71-9379,AL
normal risk,false,737-79-0121,AK
high risk,true,737-87-2320,AL
normal risk,false,737-95-0039,AL
high risk,true,738-01-1688,AR
normal risk,false,738-07-1072,AL
high risk,true,738-24-4647,AR
high risk,true,738-33-0797,AR
normal risk,false,738-39-9188,AR
normal risk,false,738-62-4437,AR
normal risk,false,738-66-9530,AK
high risk,true,738-67-2391,AL
normal risk,true,738-70-0325,AK
normal risk,false,738-73-6700,AR
normal risk,false,738-77-0051,AK
normal risk,false,738-77-9397,AL
normal risk,false,738-85-6459,AK
high risk,true,738-87-6301,AL
normal risk,false,738-90-8200,AR
high risk,true,738-97-2606,AR
high risk,false,739-08-3105,AK
normal risk,false,739-21-4609,AL
normal risk,false,739-29-2000,AL
normal risk,false,739-31-2067,AK
normal risk,false,739-61-2360,AL
normal risk,false,739-63-6581,AK
normal risk,false,739-70-4088,AL
normal risk,true,739-73-5603,AK
high risk,true,739-80-8146,AK
normal risk,false,740-28-8602,AL
normal risk,false,740-32-7181,AK
normal risk,false,740-42-3740,AR
normal risk,false,740-79-8999,AR
normal risk,false,740-86-3403,AR
normal risk,false,740-95-6661,AR
normal risk,false,741-10-4778,AK
normal risk,false,741-18-3041,AK
normal risk,true,741-26-7358,AK
normal risk,false,741-34-6600,AL
normal risk,false,741-35-7435,AL
normal risk,false,741-36-3972,AL
normal risk,false,741-42-8512,AR
normal risk,false,741-45-6970,AR
normal risk,false,741-48-1954,AK
normal risk,false,741-62-9407,AL
normal risk,false,741-63-7974,AL
normal risk,false,741-79-1654,AR
normal risk,false,741-82-5857,AK
normal risk,false,741-89-0467,AL
normal risk,true,741-96-5082,AK
high risk,false,742-08-9593,AR
normal risk,true,742-14-8690,AR
normal risk,false,742-16-4565,AK
normal risk,false,742-21-4472,AK
normal risk,false,742-57-1418,AL
normal risk,false,742-78-0347,AK
normal risk,false,742-78-0836,AR
high risk,false,742-82-0930,AK
normal risk,false,742-89-4808,AK
normal risk,false,743-07-5316,AR
high risk,false,743-12-3804,AK
normal risk,false,743-18-9737,AK
normal risk,false,743-24-3818,AR
normal risk,false,743-37-9970,AK
normal risk,true,743-42-0674,AK
normal risk,false,743-44-8881,AR
normal risk,false,743-46-6295,AL
normal risk,false,743-70-7889,AR
normal risk,false,743-76-8749,AK
normal risk,false,743-96-0391,AR
normal risk,false,744-15-8974,AR
high risk,true,744-27-5953,AL
normal risk,false,744-43-3300,AK
normal risk,false,744-50-1980,AR
normal risk,false,744-68-1887,AL
normal risk,false,744-85-6251,AR
normal risk,false,744-98-2166,AL
high risk,false,745-11-7389,AL
normal risk,false,745-20-9946,AR
normal risk,false,745-37-4742,AK
normal risk,true,745-56-9078,AR
normal risk,false,745-73-3356,AK
normal risk,true,745-76-7908,AL
high risk,true,745-83-6714,AK
normal risk,false,745-85-7370,AK
normal risk,false,746-02-3114,AL
normal risk,false,746-15-6407,AL
normal risk,false,746-42-6651,AL
normal risk,true,746-43-7973,AL
high risk,true,746-52-8653,AL
normal risk,false,746-76-5528,AK
high risk,false,746-76-8666,AK
high risk,true,746-91-1250,AL
normal risk,false,746-94-1355,AK
high risk,false,747-02-5652,AL
normal risk,false,747-06-8339,AL
normal risk,true,747-06-8382,AL
normal risk,false,747-09-7190,AK
normal risk,false,747-14-2782,AL
normal risk,false,747-20-0378,AR
normal risk,false,747-46-9927,AR
normal risk,false,747-57-4376,AK
normal risk,false,747-71-7093,AL
normal risk,false,747-95-7368,AL
high risk,true,748-04-4397,AR
normal risk,false,748-14-1229,AL
normal risk,false,748-16-5797,AL
normal risk,false,748-18-7398,AL
normal risk,false,748-26-8008,AK
normal risk,false,748-75-8428,AR
normal risk,false,748-85-1388,AL
normal risk,false,748-93-9644,AR
normal risk,true,749-14-8229,AK
normal risk,true,749-18-1656,AL
normal risk,true,749-18-4507,AK
normal risk,false,749-19-0280,AK
normal risk,false,749-51-6237,AL
normal risk,false,749-68-1610,AK
normal risk,false,749-82-8382,AL
normal risk,true,749-93-8913,AK
high risk,true,750-14-3892,AR
high risk,false,750-23-6489,AL
normal risk,false,750-26-2051,AL
normal risk,false,750-27-7591,AR
normal risk,false,750-32-1075,AK
normal risk,false,750-32-5999,AR
normal risk,true,750-36-7171,AR
normal risk,false,750-37-2660,AR
high risk,true,750-48-8686,AR
normal risk,false,750-50-8526,AR
normal risk,false,750-61-1675,AR
high risk,true,750-65-0069,AR
high risk,true,751-02-1408,AL
normal risk,false,751-04-8558,AK
normal risk,false,751-12-3161,AK
normal risk,true,751-23-9812,AK
normal risk,false,751-29-0636,AL
normal risk,false,751-40-8168,AR
normal risk,false,751-46-6113,AL
normal risk,true,751-61-0650,AK
normal risk,false,751-61-9924,AK
high risk,true,751-79-7827,AL
high risk,true,751-87-6355,AR
normal risk,false,751-98-8610,AK
normal risk,true,751-99-5443,AL
normal risk,false,752-18-6650,AL
normal risk,false,752-36-6034,AR
high risk,true,752-38-8884,AR
normal risk,false,752-92-6400,AL
normal risk,false,752-93-7875,AR
normal risk,true,752-98-2764,AK
normal risk,false,753-08-5928,AR
normal risk,true,753-12-4631,AL
normal risk,true,753-19-5823,AK
normal risk,false,753-31-5518,AR
normal risk,true,753-45-6390,AR
normal risk,false,753-51-2019,AR
high risk,false,753-52-2640,AK
normal risk,false,753-70-7930,AL
normal risk,true,753-72-3984,AL
normal risk,false,753-86-3372,AR
high risk,false,754-05-4287,AL
normal risk,false,754-09-0469,AL
normal risk,false,754-14-0239,AL
high risk,true,754-27-7941,AK
normal risk,false,754-28-8596,AL
normal risk,false,754-37-6527,AK
high risk,true,754-37-8362,AL
normal risk,true,754-40-9617,AR
normal risk,false,754-72-4738,AR
normal risk,true,754-80-7204,AK
normal risk,false,754-98-8767,AR
normal risk,false,755-05-6923,AL
normal risk,false,755-37-6707,AL
normal risk,false,755-40-8315,AK
normal risk,false,755-42-6340,AL
normal risk,true,755-63-2781,AR
normal risk,false,755-77-3364,AK
normal risk,false,755-98-9518,AK
normal risk,false,755-99-1013,AR
normal risk,false,756-09-2318,AL
normal risk,true,756-39-0504,AL
normal risk,true,756-51-9742,AL
normal risk,true,756-53-8643,AR
normal risk,true,756-71-5587,AL
normal risk,false,756-77-9226,AL
normal risk,false,756-81-7634,AR
normal risk,false,756-98-4472,AL
normal risk,false,757-03-1262,AL
normal risk,false,757-18-8547,AR
normal risk,false,757-33-7208,AR
normal risk,true,757-48-3822,AR
normal risk,true,757-57-9639,AK
normal risk,false,757-96-1364,AR
normal risk,false,758-01-1135,AR
normal risk,false,758-06-2468,AR
normal risk,false,758-27-6722,AL
normal risk,false,758-61-3361,AL
normal risk,false,758-83-5964,AK
normal risk,false,758-90-6907,AR
normal risk,false,758-92-1148,AL
normal risk,true,759-01-3747,AR
normal risk,false,759-10-0208,AL
high risk,true,759-58-3939,AR
normal risk,false,759-59-2746,AK
normal risk,false,759-69-7976,AR
normal risk,false,759-76-9998,AR
normal risk,false,759-84-8873,AL
normal risk,false,759-98-1143,AR
normal risk,true,759-99-1752,AL
normal risk,true,760-21-2809,AK
normal risk,false,760-40-2177,AR
normal risk,false,760-68-5238,AK
normal risk,true,760-69-9159,AR
normal risk,false,761-21-0645,AR
normal risk,true,761-31-5342,AR
normal risk,true,761-32-0553,AR
normal risk,false,761-71-1818,AR
high risk,true,761-90-8848,AL
normal risk,false,761-98-7059,AR
high risk,false,761-99-9947,AL
normal risk,false,762-24-1453,AK
normal risk,false,762-26-0682,AK
normal risk,false,762-34-0992,AK
normal risk,false,762-35-1257,AL
normal risk,false,762-48-0326,AL
high risk,true,762-59-8009,AK
normal risk,false,762-91-9421,AK
high risk,false,762-95-6294,AL
normal risk,false,763-13-1305,AL
normal risk,false,763-29-0394,AK
normal risk,false,763-55-4835,AL
normal risk,true,763-73-9449,AK
normal risk,false,763-94-5320,AR
normal risk,false,764-33-0721,AK
normal risk,false,764-56-4207,AR
normal risk,false,764-60-4641,AK
normal risk,false,764-95-6986,AR
normal risk,true,765-13-5926,AL
normal risk,true,765-19-1117,AK
normal risk,true,765-25-9701,AL
normal risk,true,765-31-8387,AL
normal risk,false,765-51-5049,AK
normal risk,false,765-68-4307,AR
normal risk,false,765-86-0680,AL
normal risk,true,765-99-3685,AR
normal risk,false,766-28-1526,AR
normal risk,false,766-31-0371,AK
normal risk,false,766-33-6134,AK
normal risk,false,766-35-1301,AK
normal risk,false,766-41-7511,AR
normal risk,false,766-49-5106,AL
normal risk,true,766-58-9692,AK
normal risk,false,766-67-5408,AR
normal risk,true,766-79-6377,AL
high risk,false,766-99-6128,AK
normal risk,false,767-04-8622,AR
normal risk,false,767-05-2289,AK
normal risk,true,767-07-9156,AL
normal risk,false,767-08-9358,AK
normal risk,true,767-28-1683,AK
normal risk,false,767-37-9476,AL
normal risk,false,767-39-3540,AL
normal risk,false,767-67-5522,AK
normal risk,false,767-68-7399,AK
normal risk,true,767-78-6534,AK
normal risk,false,767-85-9058,AL
normal risk,false,768-21-2182,AL
normal risk,false,768-22-0045,AL
normal risk,false,768-30-4549,AK
normal risk,false,768-66-0844,AR
normal risk,true,768-75-8165,AL
normal risk,false,768-76-6920,AL
normal risk,false,768-83-5333,AR
normal risk,false,768-91-8604,AK
normal risk,false,769-03-0850,AL
normal risk,true,769-18-1825,AL
normal risk,false,769-20-2059,AK
normal risk,false,769-20-7402,AR
normal risk,false,769-33-9453,AL
normal risk,false,769-46-4718,AR
high risk,false,769-48-0401,AL
normal risk,false,769-50-1500,AR
normal risk,false,769-50-8126,AL
normal risk,false,769-63-4000,AL
normal risk,true,769-71-8227,AR
normal risk,false,769-86-1162,AR
normal risk,true,769-96-2560,AL
normal risk,false,769-96-7456,AL
normal risk,false,770-12-1763,AR
normal risk,false,770-12-9610,AK
normal risk,false,770-19-6349,AR
normal risk,false,770-21-0994,AK
high risk,false,770-23-8903,AK
normal risk,true,770-44-4489,AR
normal risk,false,770-45-4288,AR
normal risk,false,770-52-2904,AL
high risk,true,770-83-4408,AR
normal risk,false,770-85-6700,AK
normal risk,false,770-97-9014,AK
normal risk,true,771-04-0963,AR
normal risk,false,771-46-1025,AL
normal risk,true,771-50-0711,AK
normal risk,false,771-53-7718,AK
normal risk,false,771-59-8450,AK
high risk,true,771-63-7005,AL
normal risk,false,771-65-0109,AK
normal risk,false,771-83-0040,AK
normal risk,true,772-25-8511,AR
normal risk,false,772-73-4458,AL
high risk,true,772-84-2503,AK
normal risk,false,772-87-2376,AL
normal risk,false,772-96-6675,AL
normal risk,false,773-05-7847,AK
normal risk,false,773-13-2100,AR
normal risk,true,773-18-0020,AR
normal risk,false,773-23-2228,AL
normal risk,false,773-24-8732,AK
normal risk,false,773-27-3578,AK
normal risk,false,773-38-4253,AR
normal risk,false,773-52-3767,AK
normal risk,false,773-55-9845,AR
normal risk,false,773-70-1575,AR
normal risk,true,773-74-3058,AL
normal risk,true,773-77-9595,AR
high risk,true,773-79-7245,AR
high risk,true,773-83-8896,AL
high risk,true,773-85-5574,AL
normal risk,false,773-87-2693,AR
normal risk,false,774-28-4212,AR
high risk,true,774-30-9260,AK
normal risk,true,774-46-8226,AR
normal risk,false,774-49-2162,AR
normal risk,false,774-89-5663,AK
normal risk,false,774-91-2263,AR
high risk,true,775-07-7439,AR
normal risk,false,775-22-3659,AK
high risk,true,775-24-7999,AK
high risk,true,775-35-7185,AR
normal risk,false,775-67-8179,AK
normal risk,false,775-68-0894,AK
normal risk,false,775-75-1479,AL
normal risk,false,775-80-5862,AL
normal risk,false,775-84-1673,AR
normal risk,false,776-04-2942,AK
normal risk,false,776-41-1947,AR
normal risk,false,776-43-7065,AR
normal risk,false,776-55-9246,AK
high risk,false,777-01-4062,AL
normal risk,true,777-03-2602,AR
high risk,false,777-49-5453,AR
normal risk,false,777-54-8740,AK
normal risk,false,777-64-1165,AK
normal risk,false,777-80-6361,AL
normal risk,true,777-84-2058,AR
normal risk,false,777-86-5259,AL
normal risk,true,778-08-4407,AK
normal risk,false,778-09-1550,AK
normal risk,false,778-15-4751,AR
normal risk,false,778-22-4813,AL
high risk,false,778-30-4387,AL
normal risk,false,778-46-2204,AR
normal risk,true,778-79-5435,AL
normal risk,false,778-88-1902,AR
normal risk,false,779-30-6208,AL
high risk,true,779-49-2382,AK
high risk,false,779-67-2582,AR
normal risk,false,779-68-3717,AR
normal risk,false,779-72-1518,AL
normal risk,false,779-82-3144,AR
normal risk,false,779-97-6550,AK
normal risk,true,780-35-4607,AK
normal risk,false,780-51-5517,AR
normal risk,false,780-52-0290,AR
normal risk,false,780-57-0913,AL
high risk,true,780-68-1267,AK
normal risk,true,780-70-9419,AK
high risk,true,780-80-1759,AR
normal risk,false,780-97-7568,AK
high risk,true,781-10-9830,AR
normal risk,false,781-38-3003,AL
normal risk,true,781-51-7327,AL
normal risk,false,781-71-7282,AL
normal risk,false,781-72-4659,AR
normal risk,true,781-81-9424,AL
normal risk,false,781-82-5354,AR
normal risk,true,781-94-8189,AL
high risk,true,782-05-9434,AL
normal risk,true,782-20-8404,AL
normal risk,false,782-41-9532,AL
normal risk,false,782-43-7611,AK
high risk,true,782-55-5674,AL
normal risk,false,782-61-4620,AR
normal risk,false,782-63-2023,AK
normal risk,false,782-72-3717,AR
normal risk,false,782-89-8847,AK
normal risk,false,782-90-2257,AR
normal risk,true,783-02-1227,AR
normal risk,false,783-10-0132,AK
normal risk,false,783-22-9159,AL
normal risk,false,783-25-4339,AK
normal risk,false,783-30-4965,AK
normal risk,false,783-37-9357,AL
high risk,true,783-43-0672,AK
normal risk,false,783-48-5464,AL
normal risk,false,783-55-4572,AL
normal risk,false,783-64-3788,AL
normal risk,true,783-71-0902,AL
normal risk,false,783-83-3722,AL
normal risk,false,783-85-5063,AK
normal risk,false,783-94-8044,AL
normal risk,false,784-46-0710,AR
normal risk,true,784-54-5017,AK
high risk,false,784-78-5783,AR
normal risk,false,784-85-6183,AK
normal risk,false,784-90-4823,AK
normal risk,false,784-94-3386,AK
normal risk,false,785-21-6127,AK
high risk,true,785-23-2619,AL
normal risk,false,785-30-7280,AL
normal risk,true,785-40-9058,AL
normal risk,true,785-65-3603,AL
normal risk,false,785-69-1981,AL
normal risk,false,785-71-8179,AK
normal risk,false,785-92-5673,AL
normal risk,false,786-19-2299,AL
normal risk,false,786-21-9398,AK
normal risk,false,786-30-5416,AL
high risk,false,786-31-5208,AR
normal risk,false,786-33-7527,AR
normal risk,false,786-45-0962,AL
normal risk,false,786-47-8886,AL
normal risk,false,786-75-5958,AL
normal risk,false,786-89-7038,AK
normal risk,true,786-94-9591,AK
high risk,true,786-99-5725,AR
normal risk,false,787-11-1496,AR
normal risk,false,787-18-7943,AR
normal risk,false,787-31-2718,AK
normal risk,false,787-33-5443,AL
normal risk,false,787-44-0068,AL
normal risk,false,787-61-2840,AK
normal risk,true,787-76-9078,AK
normal risk,false,787-79-5007,AK
normal risk,false,788-07-3747,AK
normal risk,true,788-07-6450,AK
normal risk,false,788-30-9578,AR
normal risk,false,788-38-7795,AR
normal risk,false,788-39-9724,AR
normal risk,true,788-43-4145,AR
normal risk,false,788-67-7705,AL
normal risk,false,788-70-8384,AL
normal risk,false,788-77-5788,AL
normal risk,false,789-13-9105,AR
normal risk,true,789-19-4021,AR
normal risk,false,789-26-0986,AL
normal risk,false,789-27-2476,AK
normal risk,true,789-41-5270,AK
high risk,false,789-61-6290,AK
normal risk,false,789-72-0717,AK
high risk,true,789-78-8911,AK
normal risk,true,790-22-5834,AR
high risk,true,790-22-6563,AR
normal risk,false,790-37-5472,AL
normal risk,false,790-62-3733,AR
normal risk,false,790-79-1466,AL
high risk,true,790-83-0474,AK
normal risk,false,791-47-8523,AR
normal risk,false,791-57-6708,AR
normal risk,false,791-57-7847,AL
normal risk,false,791-58-3252,AK
high risk,false,791-70-0339,AR
high risk,true,791-92-5355,AR
normal risk,false,792-06-9330,AR
normal risk,false,792-08-2728,AL
normal risk,false,792-10-4950,AK
normal risk,false,792-12-8017,AK
normal risk,true,792-27-1500,AL
normal risk,false,792-41-3919,AR
normal risk,true,792-42-3060,AR
normal risk,false,792-47-9305,AR
normal risk,false,792-66-8527,AL
normal risk,true,792-67-3575,AK
normal risk,true,792-82-5939,AL
normal risk,false,792-89-0637,AL
normal risk,false,793-03-7572,AL
normal risk,true,793-14-7724,AL
normal risk,false,793-22-7813,AK
normal risk,false,793-26-9802,AL
high risk,true,793-46-2385,AL
normal risk,false,793-59-7476,AK
normal risk,false,793-69-1188,AL
high risk,true,793-70-2305,AR
normal risk,false,793-82-5160,AR
normal risk,true,793-99-2068,AL
normal risk,false,794-49-4528,AK
normal risk,false,794-57-7797,AR
normal risk,false,794-71-9854,AL
normal risk,false,794-84-1436,AK
normal risk,false,794-99-5517,AL
normal risk,false,795-22-7158,AL
high risk,true,795-36-8595,AK
normal risk,false,795-45-9923,AR
normal risk,true,795-56-3321,AR
normal risk,true,795-69-8036,AL
normal risk,false,795-78-1368,AL
normal risk,false,795-91-4158,AK
normal risk,false,796-24-1639,AK
normal risk,false,796-26-5078,AL
normal risk,true,796-85-8144,AK
normal risk,false,797-15-4501,AL
normal risk,false,797-23-4669,AL
normal risk,false,797-24-8317,AK
normal risk,false,797-33-3038,AL
