smokes,weight,gave_consent,ssn,notes,has_complication,hospital
no,57.905471107812545,true,678-82-1188,normal risk,false,AL
no,76.28356635026623,true,496-41-8779,normal risk,false,AL
no,81.84001417888666,true,809-01-6386,normal risk,false,AL
no,72.08006832914849,true,475-94-5428,normal risk,true,AL
yes,86.37104405745731,true,612-62-3717,high risk,true,AL
no,58.53437364684675,true,229-49-5294,normal risk,false,AL
no,56.783897692143505,true,171-93-8946,normal risk,true,AL
no,83.06310383326382,true,752-18-6650,normal risk,false,AL
yes,61.09800474742154,true,826-41-1438,normal risk,true,AL
no,54.50041941307226,true,137-73-0545,normal risk,false,AL
no,78.10129587911038,true,222-51-9721,normal risk,false,AL
yes,62.26462200030342,true,802-04-0121,high risk,true,AL
no,60.330226622260504,true,837-06-4174,normal risk,true,AL
no,74.99127303356497,true,543-63-1665,normal risk,false,AL
no,60.82976128267283,true,835-92-6691,normal risk,false,AL
no,63.8499952040779,true,593-79-3128,normal risk,true,AL
no,64.9628621293084,true,824-56-1658,normal risk,false,AL
no,64.30761138987982,true,470-09-6689,normal risk,false,AL
yes,74.42210333142735,true,122-18-7635,high risk,false,AL
yes,61.7455248375121,true,110-78-2740,high risk,true,AL
no,79.22551973865492,true,704-26-9257,normal risk,false,AL
yes,55.89664114652223,true,259-62-4963,normal risk,false,AL
no,55.76764172452037,true,522-69-9850,normal risk,false,AL
yes,61.793758217129266,true,288-66-7617,normal risk,true,AL
yes,75.98819529646609,true,812-23-2185,normal risk,true,AL
no,58.38804092878267,true,514-12-2197,normal risk,false,AL
no,58.08103907691233,true,741-34-6600,normal risk,false,AL
no,79.02545299492598,true,405-49-6411,normal risk,false,AL
no,80.31851649456372,true,639-75-9578,normal risk,false,AL
yes,82.8140739807481,true,092-80-0568,high risk,true,AL
yes,61.49933287474871,true,696-61-1469,high risk,true,AL
yes,61.05949198016067,true,369-52-8013,normal risk,true,AL
no,57.970391670599014,true,338-39-0822,normal risk,true,AL
no,57.53246799287592,true,309-20-3059,normal risk,false,AL
yes,61.21780390847055,true,551-89-9256,high risk,false,AL
yes,82.02105608590374,true,319-22-8515,high risk,true,AL
no,58.30620216020788,true,790-37-5472,normal risk,false,AL
no,53.87003968515509,true,670-18-6049,normal risk,false,AL
no,59.61000824971015,true,524-41-7642,normal risk,false,AL
no,82.81814311849641,true,198-36-0536,normal risk,false,AL
no,63.48941153923534,true,672-58-1399,normal risk,false,AL
yes,86.16236291558413,true,722-62-3143,normal risk,true,AL
no,81.55673005871564,true,243-34-8467,normal risk,false,AL
no,70.55143645575127,true,145-61-3270,normal risk,false,AL
no,81.53703288225513,true,636-43-2226,normal risk,false,AL
no,82.66252983550906,true,835-31-2702,normal risk,false,AL
no,60.216565732097145,true,047-01-9732,normal risk,false,AL
yes,54.88435622857445,true,182-42-7326,high risk,true,AL
yes,61.13401799544671,true,751-99-5443,normal risk,true,AL
no,81.93178145253442,true,583-88-8790,normal risk,false,AL
yes,76.05030727542669,true,778-30-4387,high risk,false,AL
no,59.05949063783246,true,033-65-5477,normal risk,true,AL
no,55.68606299102782,true,379-03-0948,normal risk,false,AL
no,66.91373874969892,true,848-40-3380,normal risk,false,AL
yes,61.21931174023202,true,829-75-0282,high risk,true,AL
no,74.06233624765586,true,556-87-8177,normal risk,false,AL
no,81.92392466563606,true,787-33-5443,normal risk,false,AL
no,76.66011245041659,true,730-13-9950,normal risk,false,AL
yes,81.27079733424966,true,497-36-5969,normal risk,true,AL
yes,72.26684854545378,true,502-53-8704,normal risk,true,AL
no,80.17949970773827,true,015-01-9274,normal risk,false,AL
yes,80.6965498445059,true,877-64-3527,high risk,true,AL
no,71.49919548506608,true,008-15-8638,normal risk,false,AL
no,82.58324931541327,true,262-49-2839,normal risk,false,AL
no,80.73609624779021,true,548-85-2113,normal risk,false,AL
no,60.42500023320481,true,244-49-7013,normal risk,false,AL
no,75.70141609675463,true,806-20-1240,normal risk,false,AL
no,58.59993910858298,true,717-58-6793,normal risk,false,AL
no,80.61680663027644,true,454-42-5163,normal risk,true,AL
no,60.75841738087963,true,118-54-8298,normal risk,false,AL
no,66.30404654851056,true,688-32-5870,normal risk,false,AL
yes,81.99335093889296,true,587-84-4358,normal risk,true,AL
yes,83.14372714799416,true,100-05-7572,high risk,true,AL
no,61.08371960200003,true,725-62-1928,normal risk,true,AL
no,86.24010006634543,true,499-91-2677,normal risk,true,AL
yes,61.62233608340178,true,572-21-2298,normal risk,false,AL
yes,83.39139023414506,true,133-22-4095,high risk,false,AL
no,57.927896828723895,true,076-40-5190,normal risk,false,AL
no,62.67676442849359,true,316-65-9927,normal risk,false,AL
yes,82.6287666414596,true,295-86-8993,normal risk,true,AL
yes,84.66332995155267,true,829-21-9083,high risk,true,AL
no,58.14304461753977,true,611-84-7557,normal risk,false,AL
no,70.75610545282376,true,729-89-4761,normal risk,false,AL
no,63.31940796469846,true,140-23-0655,normal risk,false,AL
no,75.76255972770622,true,850-51-3050,normal risk,true,AL
no,87.04105502083479,true,804-49-2575,normal risk,true,AL
no,81.16293846319542,true,189-55-1017,normal risk,false,AL
no,78.10218125399557,true,690-22-8448,normal risk,false,AL
no,80.74227584342485,true,558-81-8806,normal risk,false,AL
no,79.43810969908891,true,438-20-8896,normal risk,true,AL
no,60.80312938503396,true,627-47-3271,normal risk,false,AL
no,76.80586377175248,true,334-46-1110,normal risk,false,AL
no,62.7068726955143,true,619-56-5366,normal risk,false,AL
no,87.94999719242848,true,799-69-5474,high risk,false,AL
no,77.99543145662133,true,648-19-2425,normal risk,false,AL
no,78.22633385795017,true,630-53-9502,normal risk,false,AL
yes,64.58387704754756,true,195-99-2408,normal risk,true,AL
no,62.08875804808514,true,062-26-0807,normal risk,true,AL
no,85.42587830500739,true,558-07-0635,high risk,true,AL
yes,63.48592913033584,true,270-67-2313,normal risk,false,AL
no,78.80029687617277,true,031-98-9673,normal risk,false,AL
no,58.27322440474158,true,415-91-6972,normal risk,false,AL
yes,59.23297876105925,true,439-41-5950,high risk,true,AL
no,80.78253009397713,true,827-39-3378,normal risk,true,AL
no,61.21639162351521,true,538-29-5033,normal risk,false,AL
no,85.34064127735566,true,854-04-1198,normal risk,false,AL
no,57.10882212711106,true,358-83-2939,normal risk,false,AL
no,55.58246188854879,true,515-52-6202,normal risk,true,AL
no,58.628947551083776,true,338-79-8946,normal risk,false,AL
no,77.2371851605298,true,743-46-6295,normal risk,false,AL
no,62.97618921488927,true,846-88-8857,normal risk,false,AL
no,78.52264140144473,true,034-99-0522,normal risk,false,AL
yes,65.50219617239931,true,619-91-7906,high risk,false,AL
yes,61.40873293021334,true,773-83-8896,high risk,true,AL
yes,58.75753987620168,true,160-58-1962,normal risk,false,AL
no,64.40607546792255,true,299-92-8136,normal risk,false,AL
no,71.5390072629556,true,756-39-0504,normal risk,true,AL
no,83.260353772975,true,292-41-8906,normal risk,true,AL
no,63.05372604674447,true,003-45-4493,normal risk,false,AL
no,61.156443998680814,true,755-42-6340,normal risk,false,AL
no,80.91503292812877,true,413-51-8052,normal risk,false,AL
no,61.81914626713716,true,698-90-1624,normal risk,false,AL
no,73.04279408877531,true,101-74-6990,normal risk,false,AL
no,81.76732277349717,true,279-55-8687,normal risk,false,AL
no,75.1827755307166,true,024-05-7390,normal risk,false,AL
yes,61.014655464822354,true,110-80-1733,high risk,true,AL
yes,80.85315288273992,true,463-80-4727,normal risk,true,AL
no,63.4531858541477,true,198-52-6988,normal risk,true,AL
no,62.12952148896388,true,238-09-3255,normal risk,false,AL
no,60.37392863296282,true,484-91-4984,normal risk,false,AL
yes,55.29160502721899,true,259-29-8459,normal risk,false,AL
no,74.92046029797218,true,646-16-0650,normal risk,false,AL
yes,75.2118810803014,true,810-38-1002,high risk,true,AL
yes,58.63503409591009,true,507-54-5446,normal risk,false,AL
no,78.98995576579264,true,785-69-1981,normal risk,false,AL
no,76.70527679180194,true,198-47-9370,normal risk,false,AL
no,59.397325627686186,true,757-03-1262,normal risk,false,AL
no,80.27321146180188,true,581-35-0115,normal risk,false,AL
yes,60.07727082097668,true,857-08-9202,high risk,true,AL
no,75.68478343896489,true,294-57-4326,normal risk,false,AL
no,78.13087427392203,true,205-16-1790,normal risk,false,AL
no,62.701249516651565,true,362-69-6894,normal risk,false,AL
no,84.97554544838447,true,766-49-5106,normal risk,false,AL
no,73.26463697422652,true,461-94-3802,normal risk,false,AL
yes,57.45644612356146,true,070-72-6129,high risk,true,AL
no,62.36721014009425,true,527-51-4068,normal risk,false,AL
yes,83.13635965980242,true,177-99-2055,normal risk,true,AL
no,59.3377269846334,true,413-88-8472,normal risk,false,AK
no,74.93202491968613,true,710-47-4323,normal risk,false,AK
no,60.86960170089428,true,257-90-0007,normal risk,false,AK
no,61.88848222341597,true,475-98-6133,normal risk,false,AK
yes,80.8934236692033,true,560-47-6813,normal risk,true,AK
no,82.03862982298449,true,693-52-0031,normal risk,false,AK
yes,61.08535307813378,true,577-40-5148,high risk,true,AK
no,79.38998328575977,true,533-10-1207,normal risk,false,AK
no,78.17193923194637,true,320-09-8281,normal risk,false,AK
no,82.9169532572166,true,872-28-4718,normal risk,false,AK
no,61.387860329037245,true,660-47-7450,normal risk,false,AK
no,59.59836237368072,true,080-36-9039,normal risk,true,AK
yes,58.74784951756182,true,659-26-9563,normal risk,false,AK
no,85.95861433352336,true,812-78-2535,high risk,false,AK
no,76.94543525615845,true,551-11-9032,normal risk,false,AK
yes,60.431110020503894,true,588-43-2898,normal risk,true,AK
no,59.441082811499534,true,771-53-7718,normal risk,false,AK
no,79.68365776883545,true,899-16-3504,normal risk,false,AK
no,76.70915572560924,true,456-24-8116,normal risk,true,AK
no,77.04214818694282,true,022-48-1510,normal risk,true,AK
no,78.48086696333114,true,730-24-3908,normal risk,true,AK
yes,70.29451764996793,true,101-66-7253,normal risk,false,AK
no,82.90806839381912,true,520-18-4766,normal risk,false,AK
no,56.766746042214734,true,211-75-5792,normal risk,true,AK
no,59.704099758597756,true,184-82-9173,normal risk,false,AK
no,62.534125511969215,true,580-94-8585,normal risk,false,AK
no,78.94993769399672,true,161-21-6013,normal risk,false,AK
yes,63.6688502397727,true,419-76-8960,high risk,false,AK
no,57.28550488780205,true,684-81-5914,normal risk,false,AK
no,78.17182734754098,true,021-84-1887,normal risk,true,AK
yes,70.09136696709879,true,884-41-3012,normal risk,false,AK
no,60.45118991231186,true,303-98-1826,normal risk,false,AK
no,72.43709218774981,true,130-63-8453,normal risk,false,AK
no,58.667093774503094,true,698-07-3977,normal risk,false,AK
no,60.686848865848596,true,679-39-5459,normal risk,false,AK
yes,52.31035150306828,true,538-09-1511,normal risk,false,AK
no,82.53182947814987,true,103-17-0661,normal risk,false,AK
yes,83.84266334433292,true,173-31-8576,normal risk,true,AK
no,73.54032019138671,true,148-36-4055,normal risk,false,AK
no,56.71720591539841,true,596-72-5414,normal risk,false,AK
no,60.69799710694981,true,133-14-1905,normal risk,true,AK
no,61.129286737844254,true,293-68-0071,normal risk,true,AK
yes,58.72426407917164,true,303-45-6064,high risk,true,AK
yes,57.18057354703018,true,569-79-8072,high risk,true,AK
no,77.02867215992663,true,407-13-5426,normal risk,false,AK
no,58.07820253425513,true,259-49-6855,normal risk,false,AK
yes,58.75023773620705,true,862-59-5754,high risk,true,AK
no,85.28874483669253,true,175-85-9830,normal risk,false,AK
no,60.56877943957298,true,607-17-8343,normal risk,true,AK
no,60.91883486551624,true,169-95-1394,normal risk,false,AK
yes,87.07514531981256,true,037-22-9630,high risk,true,AK
no,80.65496531049271,true,718-67-9480,normal risk,false,AK
no,74.13988293007829,true,178-44-7247,normal risk,false,AK
no,67.03056984310696,true,815-53-3579,normal risk,false,AK
yes,62.63776625593567,true,830-41-0127,normal risk,true,AK
yes,54.51349881837842,true,160-36-3769,normal risk,false,AK
yes,82.39642163550921,true,725-58-5605,normal risk,true,AK
no,82.6065500745645,true,899-64-2724,normal risk,false,AK
no,82.63841563311996,true,486-81-6098,normal risk,false,AK
no,62.09720251024635,true,368-19-6809,normal risk,true,AK
no,73.1879850834184,true,515-88-3952,normal risk,true,AK
no,79.20621247589644,true,107-47-0122,normal risk,false,AK
yes,59.15295441731177,true,180-67-1590,high risk,true,AK
no,82.46105750343266,true,205-51-8802,normal risk,false,AK
no,59.70847885748066,true,581-79-5797,normal risk,false,AK
no,83.47053242067594,true,173-77-0100,normal risk,true,AK
no,80.46425550856725,true,808-62-4820,normal risk,false,AK
yes,57.51066330724762,true,106-46-9348,normal risk,true,AK
no,57.542245656765246,true,089-76-8551,normal risk,false,AK
no,78.76248057912659,true,112-67-5321,normal risk,false,AK
no,86.46281455128157,true,081-67-1568,normal risk,false,AK
no,76.66240765089097,true,007-34-4681,normal risk,false,AK
no,78.92483393770522,true,797-72-8010,normal risk,false,AK
no,62.19355085360348,true,464-79-9121,normal risk,false,AK
yes,57.4526763726648,true,789-78-8911,high risk,true,AK
no,61.63742965586546,true,393-87-0875,normal risk,false,AK
no,78.66889578197082,true,688-65-5165,normal risk,true,AK
no,60.47204677233056,true,265-32-7137,normal risk,false,AK
no,85.37585108742576,true,178-14-3130,normal risk,false,AK
no,77.18812756621149,true,384-04-8049,normal risk,false,AK
yes,81.71624167785018,true,219-16-1364,high risk,false,AK
no,61.09947579584554,true,052-21-4465,normal risk,false,AK
no,78.43515472188199,true,454-78-8322,normal risk,false,AK
yes,60.62391401627744,true,527-62-1683,high risk,true,AK
yes,65.75535581946254,true,520-32-0338,high risk,true,AK
no,58.72951687588361,true,864-08-0778,normal risk,true,AK
no,80.02076447395586,true,780-97-7568,normal risk,false,AK
no,55.500608696413245,true,611-21-0044,normal risk,false,AK
no,70.39685033790822,true,655-92-1680,normal risk,false,AK
no,77.48318111496181,true,405-51-0987,normal risk,true,AK
no,79.4827986225996,true,804-53-0694,normal risk,false,AK
no,56.0040029289823,true,856-36-7838,normal risk,true,AK
yes,85.82699412080554,true,532-83-0703,normal risk,true,AK
yes,78.44573378591565,true,555-44-9227,high risk,true,AK
no,80.9807914436006,true,574-16-6052,normal risk,false,AK
yes,60.108944941156544,true,177-07-0457,normal risk,true,AK
no,58.53432965165915,true,611-16-3087,normal risk,false,AK
no,84.85270682687853,true,063-25-1411,normal risk,false,AK
no,62.741389738079,true,868-38-7049,normal risk,false,AK
no,89.11780658157164,true,537-28-6396,high risk,false,AK
no,80.79816837273141,true,485-88-6149,normal risk,false,AK
no,75.56606940776328,true,214-41-7047,normal risk,false,AK
no,58.27812133360303,true,551-47-2137,normal risk,false,AK
yes,57.97429365904448,true,849-96-4994,normal risk,true,AK
yes,60.064877866378986,true,856-04-3039,normal risk,true,AK
no,73.42138525098618,true,582-92-4559,normal risk,false,AK
yes,58.95779256060005,true,022-35-6820,high risk,true,AK
no,83.0085542081262,true,463-95-3602,normal risk,false,AK
yes,60.20977716945179,true,214-44-5033,normal risk,true,AK
yes,60.4585642581169,true,182-71-5017,normal risk,true,AK
no,74.37268046075701,true,153-75-7372,normal risk,false,AK
no,51.41245794158522,true,276-45-9896,normal risk,false,AK
no,62.353760334222734,true,629-73-4053,normal risk,false,AK
yes,79.29248924032078,true,664-60-1034,high risk,false,AK
yes,58.96081987221805,true,254-10-7025,normal risk,false,AK
no,60.53713039964459,true,764-33-0721,normal risk,false,AK
no,83.8760370078872,true,564-75-3627,normal risk,true,AK
no,80.44941043585126,true,601-66-0700,normal risk,false,AK
yes,58.82770643674623,true,633-77-1721,normal risk,true,AK
no,81.71745457262129,true,287-58-4783,normal risk,true,AK
no,83.19395745759894,true,258-35-8953,normal risk,false,AK
no,68.15777722212098,true,891-65-7944,normal risk,false,AK
no,81.07597340349507,true,560-22-9067,normal risk,false,AK
no,59.47052050761435,true,508-09-0793,normal risk,false,AK
no,80.25804069782639,true,138-67-8092,normal risk,false,AK
no,58.86529643582742,true,504-63-4886,normal risk,false,AK
yes,76.98848221057419,true,303-59-6890,normal risk,true,AK
yes,93.26608047770547,true,540-70-1763,high risk,true,AK
no,61.52762589834519,true,445-16-9560,normal risk,false,AK
no,85.2609758346106,true,717-07-0809,normal risk,true,AK
no,53.8586940571311,true,458-22-1726,normal risk,false,AK
no,59.88831198275249,true,538-81-0971,normal risk,true,AK
no,77.07221580511177,true,002-06-0582,normal risk,false,AK
yes,72.14909449038281,true,042-51-9346,normal risk,true,AK
no,84.92765875045987,true,041-39-8071,normal risk,false,AK
no,61.13101237029226,true,193-58-7267,normal risk,false,AK
yes,80.55894256681599,true,560-70-7653,normal risk,true,AK
no,70.95508521254794,true,064-95-9307,normal risk,false,AK
no,58.84714365203169,true,561-30-8048,normal risk,false,AK
yes,58.0324340058227,true,859-38-0942,normal risk,false,AK
no,85.14408123924139,true,186-94-4699,high risk,true,AK
no,89.59045909540149,true,702-40-4161,normal risk,false,AK
no,83.596883657431,true,262-71-1893,normal risk,false,AK
no,81.64561069892214,true,369-09-2454,normal risk,false,AK
no,76.84031644260357,true,799-25-4164,normal risk,true,AK
no,78.53522771970849,true,470-69-1836,normal risk,false,AK
no,75.09967200008163,true,597-27-3484,normal risk,false,AK
no,81.1235947278174,true,081-30-2351,normal risk,false,AK
no,75.73056917661195,true,641-78-1492,normal risk,true,AK
no,87.99903755729486,true,701-11-5108,high risk,false,AK
no,62.70901849374468,true,664-58-3612,normal risk,false,AK
yes,72.5947735962594,true,722-23-1203,high risk,false,AK
no,72.46439339268512,true,009-74-4199,normal risk,false,AK
no,69.85342042661141,true,497-20-8201,normal risk,false,AK
yes,57.44389507345945,true,481-69-3184,high risk,true,AK
no,77.91559821789507,true,056-66-6492,normal risk,true,AK
no,62.586737895740676,true,273-66-7801,normal risk,false,AK
yes,83.09000700302418,true,387-31-0539,normal risk,true,AK
no,61.32556029644479,true,227-99-2549,normal risk,false,AK
no,85.24224454641717,true,429-98-4995,normal risk,false,AK
yes,84.88055056928863,true,345-73-3212,high risk,true,AK
no,89.09842672736094,true,581-37-8474,normal risk,false,AK
no,56.42657225955143,true,025-30-7266,normal risk,false,AK
no,58.893451596273636,true,059-48-0895,normal risk,false,AK
no,66.0478992604053,true,565-54-4151,normal risk,false,AK
no,64.73821655473598,true,068-87-5737,normal risk,false,AK
yes,78.84298448992466,true,547-12-4775,high risk,true,AK
no,78.9155630305412,true,377-03-3324,normal risk,false,AK
no,81.56677748423614,true,329-97-0151,normal risk,false,AK
yes,75.19208886515582,true,454-56-5362,normal risk,true,AK
no,76.61522252464425,true,009-37-6237,normal risk,false,AK
no,55.274876426772735,true,864-82-8247,normal risk,false,AK
yes,84.41711520596513,true,271-28-8255,high risk,true,AK
no,83.56615319506814,true,877-68-9527,normal risk,false,AK
yes,79.71134084254501,true,708-22-2503,high risk,true,AK
no,56.81110512473731,true,656-84-7923,normal risk,false,AK
no,77.03462907849678,true,516-93-6922,normal risk,false,AK
no,74.68481402674269,true,743-18-9737,normal risk,false,AK
no,64.23453919425441,true,681-74-1338,normal risk,false,AK
no,61.440547122037586,true,532-45-9822,normal risk,false,AK
yes,75.54169593845127,true,146-56-9793,normal risk,true,AK
no,56.64497963537747,true,422-63-5310,normal risk,false,AK
no,80.99284883445542,true,153-35-1253,normal risk,false,AK
no,64.86840674472627,true,157-51-4869,normal risk,false,AK
no,81.15532726225295,true,286-96-0239,normal risk,false,AK
yes,86.80451162570463,true,602-13-7029,normal risk,true,AK
no,85.79558834623401,true,138-77-2001,high risk,false,AK
yes,78.86218801310683,true,083-19-5906,normal risk,false,AK
no,85.25261042956667,true,225-71-3614,normal risk,false,AK
no,56.43821313570315,true,776-55-9246,normal risk,false,AK
no,59.913213372393386,true,652-92-2104,normal risk,false,AK
no,78.20758134053428,true,498-24-8053,normal risk,false,AK
yes,60.33391898516881,true,505-35-2655,normal risk,true,AK
no,76.94205051187772,true,792-12-8017,normal risk,false,AK
no,81.62736203233926,true,539-49-2981,normal risk,false,AK
no,63.43626221639787,true,152-60-0334,normal risk,false,AK
no,57.847439623457305,true,510-16-8943,normal risk,false,AK
no,77.80044398376593,true,224-59-5529,normal risk,true,AK
no,76.71343008172425,true,453-73-6130,normal risk,false,AK
no,75.94725930207692,true,692-70-4616,normal risk,false,AK
no,60.7149625512996,true,145-61-0363,normal risk,false,AK
yes,78.34802810398429,true,773-24-8732,normal risk,false,AK
yes,58.96235694918849,true,590-01-5717,high risk,true,AK
no,84.60719906317382,true,179-40-8988,normal risk,false,AK
no,63.76407395327936,true,650-82-9199,normal risk,false,AK
no,78.32723587157577,true,773-52-3767,normal risk,false,AK
no,62.134501106893616,true,007-66-1137,normal risk,false,AK
yes,57.046181303487025,true,753-52-2640,high risk,false,AK
no,58.98185827318244,true,220-72-3582,normal risk,false,AK
no,56.0441895447359,true,425-77-8849,normal risk,true,AK
no,56.428633111495735,true,290-16-2454,normal risk,false,AK
no,59.37745200548815,true,550-10-5085,normal risk,true,AK
no,62.24257497983778,true,167-76-2815,normal risk,false,AK
no,80.48001437310968,true,707-45-9680,normal risk,false,AK
no,82.8215895124748,true,682-44-2266,normal risk,false,AK
no,79.74876134860992,true,456-94-7420,normal risk,false,AK
no,83.18918319939927,true,055-50-4955,normal risk,false,AK
yes,61.52589942002247,true,244-16-7800,high risk,true,AK
no,81.10664765415542,true,201-55-9706,normal risk,false,AK
yes,58.549612609294535,true,381-27-4130,normal risk,true,AK
no,60.459229024883406,true,022-56-7074,normal risk,true,AK
no,79.41675776136479,true,272-77-5913,normal risk,false,AK
no,60.473680047945926,true,103-55-0210,normal risk,false,AK
yes,87.39415337562878,true,784-54-5017,normal risk,true,AK
no,60.67409377183746,true,589-08-3098,normal risk,false,AK
yes,80.5901485702361,true,592-93-3814,normal risk,false,AK
no,74.77848760140192,true,571-16-5087,normal risk,false,AK
yes,65.24159643385842,true,541-03-3797,high risk,true,AK
yes,83.26113221128743,true,638-36-2332,high risk,true,AK
yes,75.0799115142183,true,439-85-1058,normal risk,true,AK
no,55.863811643204784,true,825-56-9409,normal risk,false,AK
yes,62.983303681412785,true,697-60-9258,high risk,true,AK
no,79.26327890109081,true,864-21-5486,normal risk,false,AK
no,80.62672646258639,true,671-71-1988,normal risk,false,AK
yes,76.45857808378656,true,726-43-3559,normal risk,true,AK
yes,84.97019174303719,true,211-04-0647,normal risk,true,AK
no,57.15002860445327,true,816-02-2516,normal risk,true,AK
no,62.39158153782696,true,261-53-0387,normal risk,false,AK
no,65.2362592550492,true,588-32-4616,normal risk,false,AK
yes,80.29839576105701,true,204-23-8258,normal risk,true,AK
yes,83.7377345945415,true,059-79-2101,normal risk,false,AK
no,56.516077052073484,true,868-59-9138,normal risk,false,AK
no,77.94023559171437,true,290-13-8506,normal risk,false,AK
no,62.76828470078117,true,716-72-7124,normal risk,false,AK
no,82.06586404084904,true,567-25-8666,normal risk,false,AK
no,72.1632929340908,true,039-37-8362,normal risk,true,AK
no,88.39052151094238,true,188-20-0918,high risk,true,AK
no,76.06476108748791,true,225-85-1911,normal risk,false,AK
no,78.49885014881085,true,303-68-9379,normal risk,false,AK
no,59.64741533115111,true,214-68-9743,normal risk,false,AK
yes,85.49899490595415,true,202-80-1548,normal risk,true,AK
yes,56.30143415911931,true,124-36-0045,normal risk,true,AK
yes,80.60739203056444,true,695-23-0442,normal risk,true,AK
yes,73.90351338471987,true,396-04-8584,high risk,true,AK
no,81.76459957183803,true,226-05-7993,normal risk,false,AK
yes,59.11140393361355,true,197-39-1234,high risk,true,AK
no,84.6892227876952,true,144-23-0183,normal risk,true,AK
yes,75.33080966993953,true,611-22-5849,normal risk,true,AK
no,85.82555112550111,true,770-23-8903,high risk,false,AK
no,57.01766121578197,true,272-07-6318,normal risk,false,AK
no,81.32686556554106,true,568-63-9319,normal risk,false,AK
yes,74.1534369073818,true,261-46-5716,normal risk,true,AK
no,76.11952645344047,true,091-03-6369,normal risk,false,AK
no,79.11475530311627,true,454-71-2446,normal risk,false,AK
no,76.76032081857282,true,181-02-9381,normal risk,false,AK
yes,84.4508730727489,true,603-36-4068,normal risk,true,AK
no,78.3078096370421,true,332-24-2418,normal risk,false,AK
no,58.047183677883616,true,087-67-0827,normal risk,false,AK
no,56.03243514349414,true,783-85-5063,normal risk,false,AK
no,76.81625774922696,true,444-28-8296,normal risk,false,AK
yes,80.3984714881393,true,817-17-8525,high risk,true,AK
no,85.88475155684246,true,062-21-0254,normal risk,true,AK
no,87.36950738479882,true,134-90-4169,normal risk,false,AK
no,77.65185595014106,true,178-83-6258,normal risk,false,AK
no,58.63565166962417,true,555-17-7286,normal risk,false,AK
yes,58.053890990525204,true,524-52-1653,normal risk,true,AK
no,77.72383253014434,true,822-21-2994,normal risk,false,AK
yes,56.71548066788501,true,094-54-0336,normal risk,true,AK
yes,63.65704327127953,true,847-89-3316,high risk,false,AK
no,59.5131433484277,true,494-46-2434,normal risk,false,AK
no,59.25266734361521,true,510-21-2579,normal risk,false,AK
no,60.87004115045052,true,896-63-9133,normal risk,true,AK
no,77.96347685160737,true,852-14-8640,normal risk,false,AK
no,76.47504707814237,true,179-73-5197,normal risk,false,AK
no,73.43101279410679,true,107-17-4631,normal risk,false,AK
no,65.71006257830167,true,325-89-1757,normal risk,false,AK
no,75.98379806357813,true,382-15-6105,normal risk,false,AK
yes,56.373737421210826,true,194-51-9989,high risk,true,AK
no,57.4563130361316,true,417-87-1958,normal risk,false,AK
no,71.88542675946645,true,062-99-5336,normal risk,false,AK
no,83.78553734205929,true,357-73-2934,normal risk,false,AK
no,76.97938544158552,true,817-27-5179,normal risk,false,AK
yes,88.45654640152324,true,475-93-8511,normal risk,true,AK
no,78.65724809486093,true,110-73-6155,normal risk,false,AK
no,80.99587483878753,true,782-43-7611,normal risk,false,AK
no,63.81897925560398,true,302-59-2395,normal risk,false,AK
no,61.89454367398866,true,888-40-9148,normal risk,false,AK
no,74.35065353650488,true,128-61-8581,normal risk,false,AK
no,73.6872875424612,true,662-81-2235,normal risk,false,AK
no,60.46523592527176,true,165-11-3378,normal risk,false,AK
yes,79.47486998352255,true,622-74-2854,normal risk,true,AK
no,57.59443515290467,true,555-12-9559,normal risk,false,AK
no,86.24806687069965,true,667-29-3568,high risk,false,AK
yes,84.04904568923193,true,374-41-9892,high risk,true,AK
no,78.23395671983658,true,819-43-9789,normal risk,false,AK
no,59.33648031957959,true,006-40-1782,normal risk,false,AK
no,72.51799838653358,true,475-55-4689,normal risk,false,AK
no,61.28258001510618,true,139-16-8050,normal risk,true,AK
no,89.06508237144672,true,690-11-8055,high risk,false,AK
no,61.214145427751646,true,883-64-4557,normal risk,false,AK
no,61.53121017362624,true,220-18-9149,normal risk,true,AK
no,55.123158318228505,true,779-97-6550,normal risk,false,AK
no,60.516928462898264,true,654-24-3397,normal risk,false,AK
no,84.7768802321406,true,835-98-5187,normal risk,false,AK
yes,60.7442733614304,true,514-33-0949,normal risk,true,AK
no,70.45449348544146,true,889-02-1390,normal risk,true,AK
no,63.58350372868986,true,051-10-2639,normal risk,false,AK
yes,76.16493136400045,true,688-57-1309,high risk,true,AK
yes,59.12448157746081,true,372-23-8995,normal risk,true,AK
no,61.640959801210435,true,002-99-0535,normal risk,false,AK
yes,77.6095885627597,true,499-76-6094,high risk,true,AK
no,84.85350207276602,true,058-87-7792,normal risk,false,AK
yes,74.37069976879506,true,226-97-7692,high risk,true,AK
no,77.75565696417105,true,445-55-3339,normal risk,false,AK
no,58.5491220785447,true,188-32-7514,normal risk,false,AK
yes,84.06694841532519,true,703-16-2871,normal risk,true,AK
no,56.95982931586929,true,593-55-0702,normal risk,false,AK
no,56.89482261579923,true,771-59-8450,normal risk,false,AK
yes,61.17170594912569,true,772-84-2503,high risk,true,AK
no,57.89255999573402,true,769-20-2059,normal risk,false,AK
no,64.78148475018199,true,817-56-9175,normal risk,false,AK
no,57.94568980521537,true,558-93-6941,normal risk,false,AK
