smokes,weight,gave_consent,ssn,notes,has_complication,hospital
no,80.93733796382459,True,753-08-5928,normal risk,False,AR
no,76.93045723920103,True,753-19-5823,normal risk,True,AK
yes,78.90233843475193,True,753-31-5518,normal risk,False,AR
no,75.72993407901998,True,753-45-6390,normal risk,True,AR
no,75.95832028261408,True,753-51-2019,normal risk,False,AR
yes,57.04618130348703,True,753-52-2640,high risk,False,AK
no,66.32260238874464,True,753-70-7930,normal risk,False,AL
no,61.55404362459063,True,753-72-3984,normal risk,True,AL
no,74.60130563908413,True,753-86-3372,normal risk,False,AR
yes,84.94663816688177,True,754-05-4287,high risk,False,AL
no,62.398194991969895,True,754-09-0469,normal risk,False,AL
no,63.754367891243206,True,754-14-0239,normal risk,False,AL
yes,73.6271166120349,True,754-27-7941,high risk,True,AK
no,62.23713319607789,True,754-28-8596,normal risk,False,AL
no,64.51256804556422,True,754-37-6527,normal risk,False,AK
yes,81.11492594820096,True,754-37-8362,high risk,True,AL
no,84.0893087124973,True,754-72-4738,normal risk,False,AR
no,57.13683858209828,True,754-80-7204,normal risk,True,AK
no,88.23204696638848,True,755-05-6923,normal risk,False,AL
no,82.55489529955385,True,755-37-6707,normal risk,False,AL
no,75.84381047976981,True,755-40-8315,normal risk,False,AK
no,61.156443998680814,True,755-42-6340,normal risk,False,AL
no,81.40532856906759,True,755-63-2781,normal risk,True,AR
no,81.64810870360425,True,755-77-3364,normal risk,False,AK
no,58.96518232484151,True,755-98-9518,normal risk,False,AK
no,60.2913763745546,True,755-99-1013,normal risk,False,AR
no,60.40850704141632,True,756-09-2318,normal risk,False,AL
no,71.5390072629556,True,756-39-0504,normal risk,True,AL
no,49.57410312628962,True,756-51-9742,normal risk,True,AL
no,68.5137489322595,True,756-53-8643,normal risk,True,AR
no,64.06908576100798,True,756-71-5587,normal risk,True,AL
no,77.84179916234682,True,756-77-9226,normal risk,False,AL
no,81.39731038347986,True,756-81-7634,normal risk,False,AR
no,78.55199922676287,True,756-98-4472,normal risk,False,AL
no,59.397325627686186,True,757-03-1262,normal risk,False,AL
no,82.11358302403474,True,757-18-8547,normal risk,False,AR
no,67.17404956054065,True,757-33-7208,normal risk,False,AR
yes,61.41454422238258,True,757-48-3822,normal risk,True,AR
yes,79.79260050799186,True,757-57-9639,normal risk,True,AK
no,62.33939660689302,True,757-96-1364,normal risk,False,AR
no,59.03689730394741,True,758-01-1135,normal risk,False,AR
no,62.6635559145584,True,758-06-2468,normal risk,False,AR
no,56.91546944397505,True,758-27-6722,normal risk,False,AL
no,84.83160491534069,True,758-61-3361,normal risk,False,AL
no,61.78508204620212,True,758-83-5964,normal risk,False,AK
no,61.01875013060267,True,758-90-6907,normal risk,False,AR
no,55.93306040956523,True,758-92-1148,normal risk,False,AL
no,75.53845433895424,True,759-01-3747,normal risk,True,AR
yes,78.61425659235728,True,759-58-3939,high risk,True,AR
no,81.45121427673924,True,759-59-2746,normal risk,False,AK
no,72.77039254243851,True,759-69-7976,normal risk,False,AR
no,59.43346095637277,True,759-76-9998,normal risk,False,AR
no,60.18484451259133,True,759-84-8873,normal risk,False,AL
no,55.774619765447,True,759-98-1143,normal risk,False,AR
yes,81.55448103318156,True,759-99-1752,normal risk,True,AL
yes,75.12796192588183,True,760-21-2809,normal risk,True,AK
no,54.71025405233519,True,760-40-2177,normal risk,False,AR
no,76.71619696437382,True,760-69-9159,normal risk,True,AR
no,77.81630648895003,True,761-21-0645,normal risk,False,AR
yes,71.09854327546942,True,761-31-5342,normal risk,True,AR
no,80.41416069725364,True,761-32-0553,normal risk,True,AR
yes,73.32599038457143,True,761-71-1818,normal risk,False,AR
yes,60.56327585062085,True,761-90-8848,high risk,True,AL
no,80.49668362345766,True,761-98-7059,normal risk,False,AR
yes,61.83175819550004,True,761-99-9947,high risk,False,AL
no,58.77070295427413,True,762-24-1453,normal risk,False,AK
no,85.80313568801492,True,762-26-0682,normal risk,False,AK
no,59.62268474007162,True,762-34-0992,normal risk,False,AK
no,84.92433582765463,True,762-35-1257,normal risk,False,AL
no,76.41267649262782,True,762-48-0326,normal risk,False,AL
yes,64.48333257340221,True,762-59-8009,high risk,True,AK
no,58.08633667694497,True,762-91-9421,normal risk,False,AK
no,85.6522626539131,True,762-95-6294,high risk,False,AL
no,59.73931810777794,True,763-13-1305,normal risk,False,AL
no,74.23670445374523,True,763-29-0394,normal risk,False,AK
no,58.67639084011959,True,763-73-9449,normal risk,True,AK
no,55.38194091404014,True,763-94-5320,normal risk,False,AR
no,60.53713039964459,True,764-33-0721,normal risk,False,AK
no,62.37328830032443,True,764-56-4207,normal risk,False,AR
no,77.91728220696356,True,764-60-4641,normal risk,False,AK
no,77.62419794913174,True,764-95-6986,normal risk,False,AR
no,83.77042890032794,True,765-13-5926,normal risk,True,AL
yes,73.73107200493573,True,765-19-1117,normal risk,True,AK
no,82.4977844023544,True,765-25-9701,normal risk,True,AL
no,57.770371472531394,True,765-31-8387,normal risk,True,AL
no,55.85508691135636,True,765-51-5049,normal risk,False,AK
no,79.9357708977468,True,765-68-4307,normal risk,False,AR
no,58.757428003,True,765-86-0680,normal risk,False,AL
no,62.47875969901837,True,765-99-3685,normal risk,True,AR
no,84.05783789316295,True,766-28-1526,normal risk,False,AR
no,76.65948942887043,True,766-31-0371,normal risk,False,AK
no,61.220582571663,True,766-33-6134,normal risk,False,AK
no,73.94732467532047,True,766-35-1301,normal risk,False,AK
no,59.86133949261676,True,766-41-7511,normal risk,False,AR
no,84.97554544838447,True,766-49-5106,normal risk,False,AL
no,58.28281643941431,True,766-67-5408,normal risk,False,AR
no,58.79107226637866,True,766-79-6377,normal risk,True,AL
yes,80.43973589798414,True,766-99-6128,high risk,False,AK
no,76.8526075197375,True,767-04-8622,normal risk,False,AR
no,82.03706046327905,True,767-05-2289,normal risk,False,AK
yes,79.69917604699879,True,767-07-9156,normal risk,True,AL
no,78.80304797203658,True,767-08-9358,normal risk,False,AK
yes,60.10298137416044,True,767-28-1683,normal risk,True,AK
no,62.20945899087713,True,767-37-9476,normal risk,False,AL
no,63.248850270923,True,767-39-3540,normal risk,False,AL
no,75.75816237109257,True,767-67-5522,normal risk,False,AK
no,59.24719092184624,True,767-68-7399,normal risk,False,AK
no,59.41058274252778,True,767-78-6534,normal risk,True,AK
no,55.83351724223444,True,767-85-9058,normal risk,False,AL
no,60.62818436260777,True,768-21-2182,normal risk,False,AL
no,79.895334427137,True,768-30-4549,normal risk,False,AK
no,67.65079902962992,True,768-66-0844,normal risk,False,AR
yes,85.73524448000927,True,768-75-8165,normal risk,True,AL
no,80.93875526557377,True,768-76-6920,normal risk,False,AL
no,61.69498547143807,True,768-83-5333,normal risk,False,AR
no,56.05505594410999,True,768-91-8604,normal risk,False,AK
no,60.03015757181334,True,769-03-0850,normal risk,False,AL
no,61.91193149993575,True,769-18-1825,normal risk,True,AL
no,57.89255999573402,True,769-20-2059,normal risk,False,AK
no,60.68930141196388,True,769-20-7402,normal risk,False,AR
no,72.05718128593644,True,769-33-9453,normal risk,False,AL
no,73.26619745248028,True,769-46-4718,normal risk,False,AR
yes,63.73841568149316,True,769-48-0401,high risk,False,AL
no,63.41426572182227,True,769-50-1500,normal risk,False,AR
no,59.70156015932128,True,769-50-8126,normal risk,False,AL
no,73.81317034746104,True,769-63-4000,normal risk,False,AL
no,81.52617974083273,True,769-71-8227,normal risk,True,AR
no,81.28310128889142,True,769-86-1162,normal risk,False,AR
no,82.28770448804846,True,769-96-2560,normal risk,True,AL
no,58.9804478638836,True,769-96-7456,normal risk,False,AL
no,81.61963410725456,True,770-12-1763,normal risk,False,AR
no,75.97139632739851,True,770-12-9610,normal risk,False,AK
no,60.99963244052,True,770-19-6349,normal risk,False,AR
no,59.04075681575663,True,770-21-0994,normal risk,False,AK
no,85.82555112550111,True,770-23-8903,high risk,False,AK
yes,79.25471739235847,True,770-44-4489,normal risk,True,AR
no,80.94279206865544,True,770-45-4288,normal risk,False,AR
no,81.43008471671506,True,770-52-2904,normal risk,False,AL
yes,78.51536186648715,True,770-83-4408,high risk,True,AR
no,56.36470704148646,True,770-85-6700,normal risk,False,AK
no,58.74040467882804,True,770-97-9014,normal risk,False,AK
no,80.47885186122498,True,771-04-0963,normal risk,True,AR
no,60.66727141265682,True,771-46-1025,normal risk,False,AL
yes,75.84426795667083,True,771-50-0711,normal risk,True,AK
no,59.441082811499534,True,771-53-7718,normal risk,False,AK
no,56.89482261579923,True,771-59-8450,normal risk,False,AK
yes,56.4631557994222,True,771-63-7005,high risk,True,AL
no,79.30319628477575,True,771-65-0109,normal risk,False,AK
no,69.1348572464017,True,771-83-0040,normal risk,False,AK
yes,76.38211799697666,True,772-25-8511,normal risk,True,AR
no,57.44580652242558,True,772-73-4458,normal risk,False,AL
yes,61.17170594912569,True,772-84-2503,high risk,True,AK
no,60.45347662026938,True,772-87-2376,normal risk,False,AL
no,78.15841228991057,True,772-96-6675,normal risk,False,AL
no,80.67048296082548,True,773-05-7847,normal risk,False,AK
no,76.77394674291048,True,773-13-2100,normal risk,False,AR
yes,78.62732089386262,True,773-18-0020,normal risk,True,AR
no,56.09548946996437,True,773-23-2228,normal risk,False,AL
yes,78.34802810398429,True,773-24-8732,normal risk,False,AK
no,63.2328830881708,True,773-27-3578,normal risk,False,AK
no,56.40543905608638,True,773-38-4253,normal risk,False,AR
no,78.32723587157577,True,773-52-3767,normal risk,False,AK
no,63.34802003437454,True,773-55-9845,normal risk,False,AR
no,54.89600575745225,True,773-70-1575,normal risk,False,AR
yes,82.07137325204764,True,773-74-3058,normal risk,True,AL
no,63.34373311716334,True,773-77-9595,normal risk,True,AR
yes,83.57096433640525,True,773-79-7245,high risk,True,AR
yes,61.40873293021334,True,773-83-8896,high risk,True,AL
yes,59.14300125824967,True,773-85-5574,high risk,True,AL
yes,58.28701280177197,True,773-87-2693,normal risk,False,AR
no,56.78455293930557,True,774-28-4212,normal risk,False,AR
yes,62.793839168914495,True,774-30-9260,high risk,True,AK
yes,62.55869028234431,True,774-46-8226,normal risk,True,AR
no,59.91050378136767,True,774-49-2162,normal risk,False,AR
no,58.36096162362224,True,774-89-5663,normal risk,False,AK
no,55.105472590114005,True,774-91-2263,normal risk,False,AR
no,86.26217712641314,True,775-07-7439,high risk,True,AR
no,61.07879632319511,True,775-22-3659,normal risk,False,AK
yes,81.16594336934858,True,775-24-7999,high risk,True,AK
yes,82.20337798081671,True,775-35-7185,high risk,True,AR
no,56.03176101038649,True,775-67-8179,normal risk,False,AK
no,59.72495462214301,True,775-68-0894,normal risk,False,AK
no,80.69582943915304,True,775-75-1479,normal risk,False,AL
no,57.01133510831184,True,775-80-5862,normal risk,False,AL
no,62.07644265713398,True,775-84-1673,normal risk,False,AR
no,81.41106618933023,True,776-04-2942,normal risk,False,AK
no,59.817657650694095,True,776-41-1947,normal risk,False,AR
no,75.93349820581736,True,776-43-7065,normal risk,False,AR
no,56.43821313570315,True,776-55-9246,normal risk,False,AK
yes,89.82278401168968,True,777-01-4062,high risk,False,AL
yes,65.23238213802998,True,777-03-2602,normal risk,True,AR
yes,59.6823950180741,True,777-49-5453,high risk,False,AR
no,60.12765408324296,True,777-54-8740,normal risk,False,AK
no,68.09224657758423,True,777-64-1165,normal risk,False,AK
no,77.17715738994144,True,777-80-6361,normal risk,False,AL
no,79.6610427006867,True,777-84-2058,normal risk,True,AR
yes,92.49369589383096,True,778-08-4407,normal risk,True,AK
no,72.87858255606781,True,778-09-1550,normal risk,False,AK
yes,81.68971257977294,True,778-15-4751,normal risk,False,AR
no,65.06625038015922,True,778-22-4813,normal risk,False,AL
yes,76.05030727542669,True,778-30-4387,high risk,False,AL
no,60.87531661023681,True,778-46-2204,normal risk,False,AR
yes,76.63478847289636,True,778-79-5435,normal risk,True,AL
no,76.44461916974105,True,778-88-1902,normal risk,False,AR
yes,58.49618926918244,True,779-30-6208,normal risk,False,AL
no,87.81197494756725,True,779-49-2382,high risk,True,AK
no,87.31735215541607,True,779-67-2582,high risk,False,AR
no,77.40117714509603,True,779-68-3717,normal risk,False,AR
no,73.64956662927355,True,779-72-1518,normal risk,False,AL
no,60.37359801498037,True,779-82-3144,normal risk,False,AR
no,55.123158318228505,True,779-97-6550,normal risk,False,AK
yes,79.61226441243157,True,780-35-4607,normal risk,True,AK
no,58.376521089847216,True,780-51-5517,normal risk,False,AR
no,58.47991988840553,True,780-52-0290,normal risk,False,AR
yes,76.39743649545471,True,780-68-1267,high risk,True,AK
no,61.69258226937401,True,780-70-9419,normal risk,True,AK
yes,61.1221563805737,True,780-80-1759,high risk,True,AR
no,80.02076447395586,True,780-97-7568,normal risk,False,AK
yes,56.83738948470532,True,781-10-9830,high risk,True,AR
no,59.34392452469485,True,781-38-3003,normal risk,False,AL
yes,58.45332434903713,True,781-51-7327,normal risk,True,AL
no,66.46148477762989,True,781-71-7282,normal risk,False,AL
no,80.40381634260818,True,781-72-4659,normal risk,False,AR
yes,63.09429831654261,True,781-81-9424,normal risk,True,AL
no,56.13609009150721,True,781-82-5354,normal risk,False,AR
no,82.84605230766233,True,781-94-8189,normal risk,True,AL
yes,88.50803871997033,True,782-20-8404,normal risk,True,AL
no,79.19631931055204,True,782-41-9532,normal risk,False,AL
no,80.99587483878753,True,782-43-7611,normal risk,False,AK
yes,88.96814573003867,True,782-55-5674,high risk,True,AL
no,59.73302849970987,True,782-61-4620,normal risk,False,AR
no,77.61911037452592,True,782-63-2023,normal risk,False,AK
no,77.36444197688981,True,782-72-3717,normal risk,False,AR
no,72.71788164021224,True,782-89-8847,normal risk,False,AK
no,80.54485356544788,True,782-90-2257,normal risk,False,AR
no,63.42216394027412,True,783-02-1227,normal risk,True,AR
no,79.55127230652339,True,783-10-0132,normal risk,False,AK
no,78.73667791145853,True,783-22-9159,normal risk,False,AL
no,77.02673298767871,True,783-25-4339,normal risk,False,AK
no,82.77218628313835,True,783-30-4965,normal risk,False,AK
no,59.405775121129295,True,783-37-9357,normal risk,False,AL
no,86.32410744003877,True,783-43-0672,high risk,True,AK
no,74.54900485002685,True,783-48-5464,normal risk,False,AL
no,81.78802432496953,True,783-55-4572,normal risk,False,AL
no,75.3580616176302,True,783-64-3788,normal risk,False,AL
no,84.77654008823438,True,783-71-0902,normal risk,True,AL
no,59.62296962075689,True,783-83-3722,normal risk,False,AL
no,56.03243514349414,True,783-85-5063,normal risk,False,AK
no,58.685573788347234,True,783-94-8044,normal risk,False,AL
no,58.19906233719081,True,784-46-0710,normal risk,False,AR
yes,87.39415337562878,True,784-54-5017,normal risk,True,AK
no,86.066624432424,True,784-78-5783,high risk,False,AR
no,62.631891769668215,True,784-85-6183,normal risk,False,AK
no,89.01508319381092,True,784-90-4823,normal risk,False,AK
no,75.40331236690629,True,784-94-3386,normal risk,False,AK
no,57.53188816572277,True,785-21-6127,normal risk,False,AK
yes,85.99665362824976,True,785-23-2619,high risk,True,AL
no,60.601466183711,True,785-30-7280,normal risk,False,AL
yes,60.029105797892406,True,785-40-9058,normal risk,True,AL
yes,83.12885287007875,True,785-65-3603,normal risk,True,AL
no,78.98995576579264,True,785-69-1981,normal risk,False,AL
no,75.51382194523667,True,785-71-8179,normal risk,False,AK
no,60.96084056796594,True,785-92-5673,normal risk,False,AL
no,59.006278001818,True,786-19-2299,normal risk,False,AL
no,61.47517144013658,True,786-21-9398,normal risk,False,AK
no,87.06547860171736,True,786-31-5208,high risk,False,AR
no,73.3733205879741,True,786-33-7527,normal risk,False,AR
no,62.91299354890612,True,786-45-0962,normal risk,False,AL
no,65.62575596664674,True,786-47-8886,normal risk,False,AL
no,83.89111089722874,True,786-75-5958,normal risk,False,AL
no,79.8231937414437,True,786-89-7038,normal risk,False,AK
no,58.54790729195613,True,786-94-9591,normal risk,True,AK
yes,91.24689050288728,True,786-99-5725,high risk,True,AR
no,83.59443514525915,True,787-11-1496,normal risk,False,AR
no,58.80227937963054,True,787-18-7943,normal risk,False,AR
no,74.68800085490068,True,787-31-2718,normal risk,False,AK
no,81.92392466563606,True,787-33-5443,normal risk,False,AL
no,61.77952373951909,True,787-44-0068,normal risk,False,AL
no,55.59949887602451,True,787-61-2840,normal risk,False,AK
yes,84.17067766982555,True,787-76-9078,normal risk,True,AK
no,80.80168895614077,True,787-79-5007,normal risk,False,AK
no,65.52441500210354,True,788-07-3747,normal risk,False,AK
no,59.841912729599024,True,788-07-6450,normal risk,True,AK
no,57.24123903216983,True,788-30-9578,normal risk,False,AR
no,63.87380547829404,True,788-38-7795,normal risk,False,AR
no,71.9128591984953,True,788-39-9724,normal risk,False,AR
no,80.01838304967107,True,788-43-4145,normal risk,True,AR
no,81.93417154800187,True,788-67-7705,normal risk,False,AL
no,76.12523842524017,True,788-70-8384,normal risk,False,AL
no,75.19904298346921,True,788-77-5788,normal risk,False,AL
no,57.74143866751961,True,789-13-9105,normal risk,False,AR
no,62.543406096535925,True,789-26-0986,normal risk,False,AL
no,89.93777381322634,True,789-27-2476,normal risk,False,AK
yes,78.8671483640431,True,789-41-5270,normal risk,True,AK
yes,53.46897327415239,True,789-61-6290,high risk,False,AK
no,63.18868334918963,True,789-72-0717,normal risk,False,AK
yes,57.4526763726648,True,789-78-8911,high risk,True,AK
yes,79.21293025234296,True,790-22-5834,normal risk,True,AR
yes,64.08242130517495,True,790-22-6563,high risk,True,AR
no,58.30620216020788,True,790-37-5472,normal risk,False,AL
no,67.09409264804609,True,790-62-3733,normal risk,False,AR
no,78.38005557141854,True,790-79-1466,normal risk,False,AL
yes,75.65530051886745,True,790-83-0474,high risk,True,AK
no,88.64627050394003,True,791-47-8523,normal risk,False,AR
no,83.22042024812053,True,791-57-6708,normal risk,False,AR
no,55.969335827694,True,791-57-7847,normal risk,False,AL
no,75.86592426892568,True,791-58-3252,normal risk,False,AK
no,93.83302331766104,True,791-70-0339,high risk,False,AR
yes,85.24764536753145,True,791-92-5355,high risk,True,AR
no,75.16025787256979,True,792-06-9330,normal risk,False,AR
no,63.457928551935765,True,792-08-2728,normal risk,False,AL
no,76.89495389032871,True,792-10-4950,normal risk,False,AK
no,76.94205051187772,True,792-12-8017,normal risk,False,AK
no,57.27213123584735,True,792-27-1500,normal risk,True,AL
no,78.99562089603658,True,792-41-3919,normal risk,False,AR
no,84.06093294944154,True,792-42-3060,normal risk,True,AR
no,55.98081809294811,True,792-47-9305,normal risk,False,AR
no,84.08705794838065,True,792-66-8527,normal risk,False,AL
no,57.55107145839554,True,792-67-3575,normal risk,True,AK
no,77.44526129472048,True,792-82-5939,normal risk,True,AL
no,77.91107415826977,True,792-89-0637,normal risk,False,AL
no,78.67276570858337,True,793-03-7572,normal risk,False,AL
yes,56.61353164806784,True,793-14-7724,normal risk,True,AL
no,82.87580986532919,True,793-22-7813,normal risk,False,AK
no,82.04965518511679,True,793-26-9802,normal risk,False,AL
yes,75.90255022535777,True,793-46-2385,high risk,True,AL
yes,58.4446350473375,True,793-59-7476,normal risk,False,AK
no,74.3705694958376,True,793-69-1188,normal risk,False,AL
yes,58.59212208492269,True,793-70-2305,high risk,True,AR
no,73.62802023652976,True,793-82-5160,normal risk,False,AR
yes,82.18120658403079,True,793-99-2068,normal risk,True,AL
no,60.827830126698665,True,794-49-4528,normal risk,False,AK
no,60.84046333946652,True,794-57-7797,normal risk,False,AR
no,57.91292989451161,True,794-71-9854,normal risk,False,AL
no,79.42605966168966,True,794-84-1436,normal risk,False,AK
no,56.97700384337818,True,794-99-5517,normal risk,False,AL
no,74.04896112501403,True,795-22-7158,normal risk,False,AL
yes,56.10698089608656,True,795-36-8595,high risk,True,AK
no,58.33993661203487,True,795-45-9923,normal risk,False,AR
yes,62.05424830403071,True,795-56-3321,normal risk,True,AR
no,60.13804789094912,True,795-69-8036,normal risk,True,AL
no,82.03185257088137,True,795-78-1368,normal risk,False,AL
no,61.36042644483115,True,795-91-4158,normal risk,False,AK
no,84.36438317575544,True,796-24-1639,normal risk,False,AK
no,56.13259839452854,True,796-26-5078,normal risk,False,AL
yes,76.89803761464648,True,796-85-8144,normal risk,True,AK
no,76.89444509934641,True,797-15-4501,normal risk,False,AL
no,63.28110821009804,True,797-23-4669,normal risk,False,AL
no,56.66239272438118,True,797-24-8317,normal risk,False,AK
no,58.48700980852324,True,797-33-3038,normal risk,False,AL
no,79.84648608101624,True,797-35-0365,normal risk,False,AL
no,62.19086759651292,True,797-35-4378,normal risk,False,AR
yes,80.08962343764092,True,797-41-8732,high risk,False,AK
no,61.46294450352119,True,797-48-7474,normal risk,False,AR
no,87.40627073205623,True,797-69-1510,high risk,True,AK
no,78.92483393770522,True,797-72-8010,normal risk,False,AK
no,71.80211737164652,True,797-81-0023,normal risk,False,AR
no,61.72377700566825,True,798-03-8699,normal risk,False,AL
no,61.18972443063647,True,798-06-9698,normal risk,False,AR
no,81.49238828188687,True,798-13-7721,normal risk,False,AL
no,58.9046822808281,True,798-35-1031,normal risk,False,AK
no,67.02672865169059,True,798-38-6938,normal risk,False,AL
no,57.5149487283424,True,798-55-2913,normal risk,False,AL
no,64.36693919630395,True,798-66-0136,normal risk,False,AR
yes,62.06783556815025,True,798-83-0361,normal risk,True,AK
no,87.0838083014543,True,799-25-3110,high risk,False,AL
no,76.84031644260357,True,799-25-4164,normal risk,True,AK
yes,71.9689210254035,True,799-42-3901,normal risk,True,AR
yes,83.0755045406339,True,799-45-6067,high risk,True,AR
no,87.94999719242848,True,799-69-5474,high risk,False,AL
no,81.69455093676358,True,799-85-8031,normal risk,False,AR
no,85.2730771675001,True,799-99-8117,normal risk,False,AK
no,77.78943159027459,True,800-07-5084,normal risk,True,AK
no,56.0549195787858,True,800-20-4467,normal risk,False,AK
no,59.48246200699939,True,800-43-4303,normal risk,False,AL
no,87.09206084779058,True,800-66-0505,normal risk,False,AK
no,56.72419188300626,True,801-03-5662,normal risk,False,AK
no,78.86603293216668,True,801-07-1698,normal risk,False,AR
no,69.70751575364558,True,801-13-3433,normal risk,False,AR
yes,63.61281605201894,True,801-27-9207,normal risk,False,AR
yes,77.09620234594682,True,801-29-5864,high risk,True,AK
no,63.06028089212283,True,801-37-4073,normal risk,True,AL
no,83.55829037207087,True,801-39-0462,normal risk,False,AR
no,60.276057540227626,True,801-50-4283,normal risk,False,AR
yes,79.40526829490831,True,801-69-9061,normal risk,True,AK
yes,62.26462200030342,True,802-04-0121,high risk,True,AL
yes,89.11621228060622,True,802-08-0241,normal risk,True,AL
no,89.58581046329047,True,802-23-8025,normal risk,True,AR
yes,58.56931221215291,True,802-25-8187,normal risk,False,AL
yes,61.29339144805647,True,802-48-4166,high risk,False,AK
yes,61.2173608895805,True,802-80-2175,high risk,True,AL
no,61.07950197143606,True,803-54-8214,normal risk,False,AK
no,64.80094501861417,True,803-76-8880,normal risk,False,AL
no,57.84668056391056,True,803-83-7240,normal risk,False,AL
no,86.97624440211479,True,803-89-9917,normal risk,True,AL
no,74.90592142308296,True,804-36-7964,normal risk,False,AL
no,87.04105502083479,True,804-49-2575,normal risk,True,AL
no,79.4827986225996,True,804-53-0694,normal risk,False,AK
no,60.37604721908534,True,804-58-5660,normal risk,False,AR
no,59.16752151839637,True,804-66-4991,normal risk,False,AL
yes,60.6329098268051,True,804-66-9103,normal risk,True,AK
no,62.140332153143575,True,804-77-6382,normal risk,True,AL
no,89.22124492665182,True,804-78-8036,normal risk,False,AK
no,71.27710690354652,True,804-89-8136,normal risk,False,AR
no,85.56165645942764,True,805-03-1217,high risk,False,AR
no,66.1465677542503,True,805-19-6398,normal risk,False,AK
no,84.77911308640803,True,805-20-5969,normal risk,False,AR
no,80.70472938659337,True,805-21-2871,normal risk,False,AK
no,79.31959048324877,True,805-34-1308,normal risk,False,AK
no,56.78838950018687,True,805-49-8272,normal risk,False,AL
no,91.04241836534176,True,805-58-7872,high risk,True,AR
no,76.79070218294416,True,805-84-1837,normal risk,False,AL
no,75.70141609675463,True,806-20-1240,normal risk,False,AL
no,63.01554311596998,True,806-24-3007,normal risk,True,AK
no,78.82621051273759,True,806-25-6067,normal risk,False,AR
no,78.95934732625793,True,806-26-9616,normal risk,False,AK
yes,88.38070651054358,True,806-38-5176,normal risk,True,AR
no,77.88105885436312,True,806-40-9502,normal risk,False,AK
no,60.30139901774933,True,806-46-4604,normal risk,False,AK
no,56.47780550400487,True,806-65-2442,normal risk,False,AK
no,86.03733769536169,True,806-79-9159,high risk,False,AL
no,79.51034408962953,True,807-08-6126,normal risk,False,AK
no,71.2528153496605,True,807-58-9202,normal risk,False,AR
no,78.0928032410304,True,808-18-1853,normal risk,False,AR
no,62.1268839471749,True,808-27-3900,normal risk,False,AR
no,57.797000726782805,True,808-27-8380,normal risk,False,AR
no,91.70149880417544,True,808-31-3249,high risk,True,AK
no,58.17106862501743,True,808-54-5654,normal risk,True,AK
no,80.46425550856725,True,808-62-4820,normal risk,False,AK
no,84.91376198389415,True,808-68-4029,normal risk,False,AR
no,84.65200589478059,True,808-82-9412,normal risk,False,AL
no,81.84001417888666,True,809-01-6386,normal risk,False,AL
yes,78.7434021141733,True,809-20-5290,normal risk,True,AK
yes,59.14527313843731,True,809-32-4100,normal risk,False,AL
no,58.0850722357384,True,809-52-3424,normal risk,False,AR
no,62.33937083308553,True,809-54-1769,normal risk,False,AR
no,89.2860056669555,True,809-54-9371,normal risk,False,AK
no,74.47407974790413,True,809-68-4157,normal risk,False,AL
no,81.35972167391044,True,809-84-6550,normal risk,False,AK
no,80.22161530433542,True,810-27-0447,normal risk,False,AL
yes,75.2118810803014,True,810-38-1002,high risk,True,AL
yes,80.65358768051433,True,810-89-6537,normal risk,True,AK
no,65.20780397282894,True,811-05-4867,normal risk,False,AL
no,77.41269659413665,True,811-17-6794,normal risk,False,AK
no,55.71491087919472,True,811-25-8287,normal risk,False,AL
no,61.87874129407005,True,811-27-6961,normal risk,False,AK
no,75.8124491436665,True,811-29-9132,normal risk,False,AL
no,56.244918264870726,True,811-56-7319,normal risk,False,AL
yes,60.8848836428656,True,812-08-8781,high risk,True,AL
no,74.16046752710801,True,812-12-1507,normal risk,True,AL
no,54.16445583697916,True,812-13-0708,normal risk,False,AL
yes,75.98819529646609,True,812-23-2185,normal risk,True,AL
no,57.01005110923981,True,812-32-3688,normal risk,False,AK
no,56.47021184129475,True,812-57-6620,normal risk,False,AR
yes,78.06623645323526,True,812-60-3560,normal risk,False,AL
no,62.83190550828567,True,812-61-6533,normal risk,False,AL
no,64.25154823336523,True,812-66-7633,normal risk,False,AR
no,85.95861433352336,True,812-78-2535,high risk,False,AK
no,84.23279989947281,True,812-99-9452,normal risk,False,AK
no,58.480470196821855,True,813-06-2358,normal risk,True,AL
no,79.27625424312706,True,813-07-5900,normal risk,False,AK
no,59.13252608501693,True,813-21-4941,normal risk,False,AL
no,81.45747714751023,True,813-78-8475,normal risk,False,AR
yes,59.19680098703838,True,813-84-8423,high risk,False,AK
no,65.29467734523575,True,813-90-9491,normal risk,False,AR
no,60.57555633135339,True,814-09-8828,normal risk,True,AL
no,83.54370818326038,True,814-15-1693,normal risk,False,AR
no,82.73800996920657,True,814-28-2008,normal risk,True,AL
yes,62.97023168187204,True,814-47-6553,normal risk,False,AK
no,80.00749773031691,True,814-53-3702,normal risk,False,AK
no,83.60954589387543,True,814-95-2941,normal risk,False,AR
no,96.3285072475088,True,815-06-7006,normal risk,True,AR
no,75.59693831118803,True,815-08-7328,normal risk,False,AR
no,76.79601647874927,True,815-12-7129,normal risk,True,AL
no,60.24485964915668,True,815-16-8933,normal risk,False,AK
no,61.778889829368566,True,815-18-7386,normal risk,False,AR
no,83.22099350860803,True,815-19-2905,normal risk,False,AL
yes,61.14540006512739,True,815-21-2977,high risk,True,AK
no,61.95179414147181,True,815-21-6633,normal risk,False,AR
no,67.03056984310696,True,815-53-3579,normal risk,False,AK
